"","S0","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99"
"SBS8",3.6302,186.3262,46.8184,0,64.4092,146.3319,113.3352,0,0,48.3788,136.6828,0,0,0,112.7478,0,132.2423,0,92.5745,44.0439,0,37.017,78.9621,0,0,113.5437,0,59.0805,0,279.8886,3.4991,126.888,53.9293,3.772,63.0834,0,257.6669,0,0,0,147.3093,195.6985,0,108.1022,0,227.3839,0,94.6908,0,9.2697,58.4096,139.5778,0,62.7151,217.6625,150.7596,39.749,55.829,57.2693,0,161.1801,34.1144,102.2504,44.7637,0,0,0,115.5491,8.1758,49.0468,0,0,56.7362,15.6248,8.6331,60.4956,303.6257,84.5585,83.337,56.48,34.7232,62.7917,0,18.7274,45.7575,0,0,0,0,43.6009,0,0,0,0,192.8761,0,48.4077,39.9918,14.8771,7.0135
"SBS9",90.9228,0.8411,27.1354,10.9352,0,0,0,0,29.0997,29.0147,59.8856,27.3154,0,1.539,0,0,60.2602,0,0,56.7622,0,0,0,0,0,57.568,0,23.0076,0,18.7568,0,0,3.7477,0,0,0,0,2.917,0,50.9906,35.6568,0,0,0,0,0,0,14.2586,36.4072,21.4178,0,20.9279,0,107.4965,0,10.406,0,0,0,0,75.6744,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7961,0,0,0,0,0,0,0,0,0,25.0935,0,0,0,0,0,3.5696,0,0,0,49.9342,0,0,0,0,0
"SBS10a",54.5269,57.7814,48.58,2.2319,40.5411,35.234,0,17.9912,44.9681,2.6879,53.84,0,60.8923,21.5705,0,3.7523,79.6187,76.7689,67.6189,14.3993,50.1296,0.3837,17.373,36.2317,21.3131,50.611,10.5805,28.9568,67.6623,41.5339,26.4197,34.3668,37.7851,76.8946,36.0124,72.4186,0,71.7957,44.8545,57.5799,50.1205,51.4945,32.7914,48.2938,27.5265,62.5801,56.034,24.174,0,72.2449,59.927,44.743,0.5476,38.1735,0,27.6528,0,51.7145,64.1233,32.2091,29.0772,44.7606,28.7254,0,57.2363,46.4951,40.4443,62.6606,36.2414,66.5799,47.4038,45.9688,9.5343,42.3955,55.6618,18.7643,37.7871,46.3442,31.6114,40.0135,61.5326,24.9644,30.156,28.619,18.3924,75.8663,41.2245,28.5274,54.1598,55.5314,31.0603,44.4355,70.5211,0,1.0697,69.3566,15.6804,50.2054,29.0935,40.0081
"SBS10b",2.1938,47.0243,20.4064,0,22.4584,26.2842,0,30.5006,21.9211,31.315,19.3086,5.7791,23.0453,0,60.0808,23.2552,32.4418,47.2643,6.2946,2.8025,19.2329,5.6298,38.2007,19.2109,22.0867,51.0489,61.2574,21.4417,4.0172,14.5077,41.1881,60.3617,0,62.3595,40.715,30.5817,25.4408,43.6652,36.0934,0,14.5011,5.9071,20.7403,34.4098,21.8294,63.2284,19.4905,36.4847,33.4224,83.2072,10.7315,7.9583,42.5438,49.2056,28.1668,34.8018,74.0436,36.7218,79.1183,18.9424,25.4338,26.7894,0,33.5935,5.7263,24.1685,42.0693,56.3109,75.4786,20.982,9.6335,0,19.58,16.6533,52.1126,45.9542,42.9619,37.7705,24.2961,5.7784,0,24.6477,24.9932,0,28.4641,0,30.9253,12.0506,5.6387,0,7.4829,36.2389,61.3064,30.4088,37.5611,52.2011,39.6626,33.0705,40.6086,92.3985
"SBS11",0,0,0,28.8923,0,0,0,0,1.14,0,0,0,0,0,0,0,131.5566,0,25.9077,0,51.1601,0,0,0,0,0,42.095,19.402,31.544,0,0,0,0,0,0,0,0,71.6087,0,0,28.1786,0,0,0,81.1705,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1291,0,0,0,0,0,0,0,48.3267,0,0,81.2883,0,0,0,11.6305,0,0,0,0,0,0,0,0,0,0,0,117.6845,0,13.4372,0,0,0,0,0,0,0,0,0,0,0,0
"SBS12",132.4855,119.2558,53.7641,113.0635,182.1981,72.241,217.3501,224.3783,333.3169,161.1829,47.0898,179.4914,31.1872,112.5785,142.1036,104.5514,220.3165,311.4135,44.6393,72.6424,205.166,97.0296,98.341,202.7857,167.7534,223.5659,244.8717,42.8001,170.983,180.6602,239.8818,227.5072,186.1504,227.6461,197.2722,168.9659,145.1764,60.0996,215.0882,139.7107,120.3568,153.4734,180.391,10.4645,126.008,147.3993,137.929,0,204.4037,227.4514,20.9638,234.3098,243.6879,360.3075,108.3261,96.586,161.0353,189.0482,231.7512,147.5577,181.1214,134.1908,0,77.5863,198.1914,119.0605,183.7151,102.2767,182.657,247.5451,0,126.2733,274.7047,135.9652,186.5636,226.23,160.7089,194.5053,13.0785,197.4306,90.2976,145.6485,10.2929,132.4731,138.9933,145.6866,204.8627,137.2983,57.4736,0,203.8189,129.821,229.7711,143.8206,105.1152,1.0278,44.0274,20.3826,137.0531,154.5815
"SBS13",96.1835,131.4564,102.0596,102.5836,114.8407,121.6897,79.4902,116.3284,134.0578,110.0156,153.2986,154.4202,128.298,137.5258,117.1359,96.8561,117.0872,95.831,133.1249,135.1962,139.3082,74.1511,84.3292,84.4817,109.522,109.4648,129.5638,109.7039,95.0179,96.4186,125.6897,99.3877,122.2436,109.6399,137.2669,91.4481,119.1746,124.2011,102.0765,128.857,130.313,129.0053,109.0937,99.9152,101.1188,118.0611,156.8668,126.8644,98.0231,117.3884,101.3274,76.0791,87.2399,124.3992,105.4145,170.909,153.9966,109.7854,93.4846,94.9315,113.8008,88.5457,136.1596,105.2271,97.146,109.4438,100.7484,123.6371,132.0555,107.7556,99.3878,117.0793,101.3392,105.1519,131.4743,119.6125,145.9413,110.6159,114.0521,146.7032,105.2983,124.2045,92.747,82.4352,82.5962,119.2376,134.2502,134.5853,84.1243,76.452,89.1895,100.3457,84.9188,112.7651,167.3464,137.3726,118.0512,135.1849,116.1437,90.4509
"SBS14",15.7519,0.9812,15.5813,0,54.902,0,20.2964,0,0,0,0,0,0,0,0,47.1759,0,0,0,0,0,21.3411,0,0,0,0,30.3686,0,0,0,0,0,0,0,0,0,0.2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7914,0,49.8295,0,6.9526,0,0,14.5438,0,0,0,0,0,0,0,0,0,0,0.4337,0,0,0,0,0,18.0699,4.0713,0,0,0,0,0,0,40.028,1.4787,0,0,0,0,0,0,0,0,0,16.681,0,6.8645
"SBS15",87.5986,11.4234,95.2393,149.947,3.321,126.2396,45.7775,145.7421,117.1663,17.1294,121.1525,119.0084,0,146.4214,96.8324,26.1305,61.5076,44.563,105.0272,96.2123,99.0026,118.4163,79.784,39.5367,49.1542,172.2378,200.8824,142.5652,13.8945,188.6777,105.3442,124.014,160.517,104.2879,14.5427,26.9911,0,29.4768,127.9312,118.4988,74.2909,0,43.7339,58.447,0,38.8578,74.1375,154.8396,5.7294,87.6311,89.3136,68.578,36.7681,9.1422,133.8836,36.0507,129.5541,0,27.461,118.658,0,98.6336,0,57.1081,62.7997,0,0,107.3493,140.5321,15.9717,48.1556,108.0291,0,0,212.3175,97.6084,4.4628,175.4634,0,114.9944,43.2429,77.982,0,92.318,109.5602,1.1943,120.0809,165.2627,184.5691,71.0884,0,194.9003,43.1156,39.1354,0,181.3018,124.0137,61.1362,170.9653,137.2256
"SBS16",32.5171,36.8814,69.1954,186.0461,75.632,43.7203,161.054,54.7532,44.3018,156.7813,62.9836,0,63.4965,64.9676,134.0262,137.3941,97.7743,118.3581,0,21.5866,182.505,81.7504,143.0833,117.9438,152.973,112.8766,144.2812,116.4752,211.6434,101.6148,120.4491,153.1699,12.8795,41.2035,94.4929,104.1163,112.311,195.5865,181.2858,0,122.8809,127.2645,38.5284,48.6883,146.4128,96.3513,128.3049,131.0936,84.6906,144.7949,142.4273,146.1628,145.3981,74.4138,203.1721,90.4458,105.865,147.3799,85.4585,3.7424,132.2252,229.2925,118.7489,104.2619,66.1465,191.0154,178.3105,76.421,84.3218,133.9506,119.2352,46.8853,148.9979,61.3606,150.4884,49.1865,18.0864,102.7036,154.4272,73.3861,34.5507,20.185,127.0809,70.2588,123.1432,100.3634,154.7457,67.7414,139.2869,44.9806,123.0393,32.6732,140.7526,144.8847,145.1464,86.4856,111.2277,119.5786,112.8905,82.0465
"SBS17a",0,0.4062,0,0,0,3.406,0,0,0,0,10.0615,10.0944,1.5795,0,13.6446,0,0,0.6433,8.9524,9.8375,15.8562,0,0,0,11.614,0,0,0,0,0,0,9.7522,0,0,0,1.6261,0,0,0,5.468,0,0.8454,0.8654,4.6754,1.3361,9.6094,9.9706,1.0991,3.138,0.584,0,0,0,0,0,0,16.0331,0,12.8919,0,0,0,4.3458,0,9.9684,0,2.0632,2.6943,9.4748,0,11.5807,3.7845,0,12.1863,0,0,0,0,0,0,15.6333,0,0,22.0745,0,16.3022,0,0,0,0,4.5234,1.8524,0,14.9469,0,0,0,8.764,0,7.3206
"SBS17b",9.4443,5.8946,2.3922,0.1959,16.9564,4.9559,20.5774,0,3.1647,10.8267,7.9067,9.9612,10.0995,19.1705,0,9.0566,5.5914,0,0,0,12.6163,9.382,0,34.4607,0,19.3092,1.8377,21.8918,12.7019,5.0018,16.2484,13.3026,0,21.3224,2.0584,18.483,33.9149,2.3332,3.2875,0,9.487,31.6101,22.2452,1.7467,22.2959,18.434,7.6736,8.8262,17.9602,10.5421,13.1817,0,0,4.5796,11.8069,21.5252,9.6112,7.6413,0,4.3582,3.3866,15.4534,10.3154,5.5522,5.493,8.7355,6.0813,9.8587,11.1711,9.6437,7.5394,6.1798,16.9115,0,0,1.9608,0,0,6.3744,10.3691,8.8452,0.0831,0.0785,0,0,9.9155,9.0805,0,0,4.4616,12.3922,0,0.3254,11.9654,16.2096,2.3861,4.4813,5.2795,0,9.7513
"SBS18",315.9621,320.5564,405.4059,319.4108,450.0691,131.8877,369.7542,318.2271,130.0916,270.1169,203.5621,301.0846,318.4497,234.2444,0,293.8924,204.2191,154.3641,233.7334,277.4989,274.8431,163.9613,278.3247,142.7496,84.0961,139.7051,372.189,370.35,250.1335,53.6508,198.2618,229.8837,45.9704,185.2401,323.2942,393.0154,243.775,217.7871,96.2151,218.904,244.621,65.4765,176.4131,215.7039,319.0264,249.7926,312.1658,287.3486,234.8752,199.0725,70.3864,347.6982,137.1451,147.8667,304.795,310.1153,205.5297,379.7753,302.3071,329.8634,217.6166,179.4234,292.6114,247.7609,359.7378,209.7935,260.8877,248.7371,221.8743,76.4497,120.5528,331.5578,364.7216,265.4035,243.7981,118.9933,253.7949,273.9536,66.7135,187.9201,189.3518,173.3541,164.4136,179.0797,227.6754,273.2873,137.7766,113.3733,259.1124,386.5348,302.5276,90.4825,185.7571,247.0364,431.1755,370.6285,372.0159,80.5548,305.8064,249.504
"SBS19",106.2221,87.9209,26.3751,38.1757,61.2431,83.8279,76.669,99.7372,0,58.8336,43.8391,18.8144,76.6304,37.5903,109.3787,67.1408,110.7615,73.3222,99.727,77.8373,124.0034,70.8262,130.9974,68.215,7.3115,103.1112,109.1974,51.9469,167.8758,93.2976,180.5104,29.0636,55.1645,82.9124,46.8117,26.6712,122.804,0,176.7545,128.7161,157.3552,78.5976,62.1985,0,79.2978,209.5828,134.5751,122.266,23.5653,117.3914,4.4309,71.0791,16.1651,102.7092,108.2052,121.3605,185.4189,45.4032,37.3341,108.078,112.4272,99.5932,33.7191,80.9822,0,68.6223,30.7744,197.9034,69.9243,65.2927,42.9313,59.2523,150.1674,102.5043,100.0498,138.8617,109.2881,118.7596,143.27,169.7184,92.2304,65.1846,19.8791,31.4219,14.2541,98.0849,24.2259,53.7104,84.7204,64.7629,145.0512,101.9676,80.2973,116.4196,125.5059,88.5671,79.7176,76.5298,82.7327,64.39
"SBS20",41.3772,0,0,15.2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4497,0,20.7581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2819,0,0,15.702,0,0,0,39.3023,0,0,0,19.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2098,0,0,0,0.8971,0,24.815,0,0.7116,0,0
"SBS21",10.8957,0,9.2349,0,15.3356,0,0,0,0,0,0,0,0,27.0181,0,0,0,0,0,0,1.9274,14.2942,4.7523,0,11.7921,11.0173,0,36.2696,5.344,37.0747,0,0,0,0,3.6693,0,0,40.0078,44.1154,6.0292,6.3536,0,0,32.3798,0,0.5996,4.4364,37.2529,0,0.8564,12.706,0,12.0261,0,0,30.698,0,23.8232,0,0.6561,13.397,70.515,4.7537,58.238,0,7.2755,42.7935,24.3247,0,10.2048,19.2888,0,0,0,0,0,0,0,25.7117,0,0,0,42.7505,7.7896,0,98.6932,12.1371,0,0.4041,33.4626,0,0,0,7.567,6.261,15.2512,0,38.6969,0,0
"SBS22",1.5765,37.278,83.6474,4.97,30.3742,0,13.9236,39.1013,74.3892,91.1829,25.0154,27.3391,58.7359,5.5332,10.6628,55.8512,28.1641,68.9355,0,21.5706,32.304,15.1496,43.0499,51.2139,50.2179,16.0327,42.7233,4.058,80.0561,39.3097,17.5641,36.389,11.3849,56.1965,35.9845,23.809,0,45.3563,96.2122,0,36.7163,36.3185,70.2429,26.0198,84.9443,35.395,23.7371,56.7036,3.5401,87.2849,7.658,11.2466,42.7891,6.465,0,36.8953,118.6468,55.0502,34.866,65.8032,13.8019,2.1622,76.4453,2.7267,23.7303,65.1623,18.1877,49.6616,28.4209,47.5715,94.3214,55.5669,43.5244,56.5288,5.632,0,7.4065,62.4805,59.6964,66.3197,0,69.0868,0,38.0205,58.7894,91.9499,33.9442,64.3119,43.621,14.6265,47.6996,74.8745,53.2796,5.1231,3.398,60.5991,65.9308,28.7774,47.6794,69.0535
"SBS23",0,0,52.6455,0,0,0,60.8918,0,92.4275,0,0,0,0,0,0,15.296,0,0,0,0,0,49.469,0,9.8073,0,0,0,0,18.1157,0,1.5864,0,0,0,91.8619,144.5913,0,167.6526,0,0,11.0568,13.9571,0,20.0558,29.4438,0,0,0,0,8.3412,0,23.1834,33.5576,0,35.1594,0,0,44.1766,49.9792,0,0,0,0,0,134.5846,0,60.8781,0,0,0,0,0,0,82.5983,0,87.445,0,0,24.5359,9.4663,0,99.5229,0,95.6265,68.0838,14.9714,17.5418,0,0,0,6.7341,11.3366,98.2672,0,0,49.998,0,0,0,0
"SBS24",34.3494,0,5.7075,0,0,34.9959,0,32.3367,63.1238,74.7213,0,40.1428,65.5459,18.538,0,79.626,21.954,0,0.6322,9.8234,0,0,85.3111,0,41.3936,0,50.4903,97.9785,0,30.1238,0,57.6667,0,0,71.0426,54.3885,3.9271,89.2812,9.0216,50.4985,0,0.5691,33.9451,0,0,162.5095,21.048,118.285,72.191,18.371,0,0,0,0,0,0,0.0542,74.2519,2.01,69.991,0,0,0,0,0,116.2949,0,0,0,0,50.5761,43.1813,97.2492,39.2393,58.877,0,21.8107,58.0889,0,0,0,74.7879,0,0,0,68.418,82.5827,46.4894,0,0,0,0,86.035,26.5718,18.7195,0,67.5903,0,0,0
"SBS25",162.8797,0,0,0,0,78.1899,0,0,0,0,0,0,27.6431,21.8979,0,0,0,0,55.1716,21.0944,92.4712,0,0,0,108.5008,0,63.1493,0,0,0,127.925,21.873,24.9841,1.2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3916,0,0,0,0,0,0,0,30.8762,0,0,0,0,41.6415,0,129.6794,70.9332,0,19.7674,0,0,17.1292,11.8284,0,33.3456,0,99.9151,182.1258,0,26.2762,0,0,44.6835,0,0,0,26.0465,0,32.6465,0,0,0,108.5593,0,28.3869,101.0091,0,0,0,66.4649,0,0
"SBS26",0,0,0,0,0,63.4618,0,0,0,0,0,0,185.8746,0,0,0,0,0,0,0,15.7775,2.6427,24.9356,0,3.6623,0,0,0,90.1022,0,0,0,0,0,0,23.2242,0,0,0,0,0,0,67.5896,1.2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4787,0,0,13.1256,0,0,0,0,0,0,0,0,136.0302,53.6292,0,0,0,24.1972,0,0,0,84.0646,0,0,0,0,23.9535,0,0,0,44.7785,0,0,0,0,0,13.8213,0,0,0,21.9188,0
"SBS27",3.3444,0,0,7.0318,0,0,26.3496,14.2427,0.5886,0,0,19.5835,22.5772,17.7673,23.2926,0,2.9589,0,9.4852,0,1.8816,12.0202,0,8.6571,0,17.1137,0.682,6.4464,0,0,4.3804,2.5119,0,0,34.0661,0,16.7647,8.9097,0,23.6153,1.1354,0,15.3544,0,10.9814,6.9379,0,0,0,1.5352,0,0,29.4216,8.8586,15.3789,3.9293,0,0,8.9216,2.3738,5.9676,9.9709,0,0,4.2547,9.0997,0,7.283,21.7846,13.0357,0,9.4695,10.3082,15.9876,1.9602,1.3505,0,0.8401,20.9536,0,0,0,0,0,0,0,29.4057,0,0,14.5523,5.4351,11.5734,0,13.0454,24.959,3.1874,20.8463,2.2321,24.3676,0
"SBS28",0,0,0,0,36.6349,0,0,18.5722,0,0,21.7733,8.6729,0,0,0,0,0,0,0,0,0,11.9545,0,0.0011,2.7981,0,0,42.4635,0,0,0,0,21.671,0,0,0,0,0,36.7695,11.3488,15.0028,0,0,0,2.4585,0,20.5826,19.123,5.0021,0,0,0,0,0,37.2845,10.1754,0,0,7.0676,0,19.6982,0,3.1552,0,14.0708,13.0395,14.2296,0,0,17.5339,6.4631,0,0,6.7551,0,0,0,0,19.5664,29.6776,0,13.8062,0,7.7658,17.2454,6.5657,0,0,0,0,0,6.8314,0,4.0647,34.182,0,17.1014,24.2735,0,0
"SBS29",0,0,0,0,0,54.9113,0,0,136.7556,25.534,52.1797,0,19.8815,0,14.1188,0,2.0012,206.6423,0,42.4057,113.4192,22.6989,0,51.048,0,0,73.6448,0,119.2548,130.0074,50.2256,0,151.3557,127.2348,36.7403,2.2244,0,0,144.1212,0,152.5351,114.7545,0,0,0,0,0,0,0,152.2573,0,0,0,88.4439,21.1729,31.4971,35.7598,0,18.1213,0,0,41.1186,1.2401,0,55.6599,0,0,34.9057,52.7046,186.9195,0,0,0,45.5828,0,53.6444,78.545,0,191.5731,137.5631,82.0247,0,0,95.8847,0,103.2111,0.5477,0,0,0,161.208,108.1691,0,0,0,0,0,180.9552,0,43.0219
