"","S0","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99"
"SBS8",0,251.5058,98.9858,0,0,0,0,425.9922,176.8625,0,0,337.8228,0,339.494,216.6181,0,10.1286,0,627.3005,168.1174,346.1565,0,0,0,239.4229,0,0,0,0,0,0,0,0,482.1122,273.3093,0,0,0,132.5686,0,461.0428,280.8297,424.7316,0,370.6803,214.6295,0,92.5716,13.9464,0,0,0,72.9457,361.8544,0,0,34.4754,0,0,216.4873,0,0,0,58.3898,0,58.4928,24.7434,70.9095,163.9159,0,0,126.8332,0,75.8881,161.5867,0,0,45.3401,0,0,317.6382,52.8694,662.6551,27.7522,119.2595,0,0,0,0,0,42.4053,0,0,277.6541,0,0,84.1424,0,137.8622,43.4736
"SBS9",0,0,0,159.6417,0,56.7934,19.9575,0,0,0,0,0,0,0,0,0,44.0313,47.2828,0,0,0.8751,19.7903,0,0,0,0,0,0,0,0,50.7832,0,0,113.0055,0,0,0,0,6.5484,0,0,0,0,0,0,0,117.2786,0,0,0,0,0,0,0,166.084,136.345,0,0,0,0,0,78.3859,0,0,0,0,0,0,0,0,0,189.8514,3.8612,176.8664,0,0,0,0,0,0,298.1064,0,0,0,0,0,0,0,45.2137,0,0,0,92.6595,0,15.2244,0,0,0,0.4775,0
"SBS10a",86.9435,0,0,29.9963,100.029,0,0,0,0,68.2045,9.2306,12.2069,48.8018,0,47.7404,10.4161,0,0,2.9865,6.5307,0,71.8171,0,0,55.6393,0,0,0,36.5985,0,0,0,63.5195,88.6115,0,0,33.1208,128.0304,0,0,0,0,0,42.051,0,0,0,0,0,63.915,0,0,0,71.9286,0,46.788,0,0,0,0,32.9743,19.7578,26.1105,0,0,0,0,75.8989,80.7022,0,0,97.4478,0,0,0,0,0,0,40.3144,0,51.5857,0,7.5816,9.3995,11.4947,0,71.2543,16.7479,67.1837,77.4158,30.0262,59.2226,0,0,0,0,0,88.0734,49.3378,179.722
"SBS10b",241.8249,0,128.8697,0,52.3902,0,7.4177,0,0,0,136.1357,0,0,127.912,85.4237,123.5763,28.5903,139.7975,0,0,23.5514,0,5.8131,0,0,0,47.8523,0,200.1098,133.551,0,0,0.3705,0,221.1635,0,72.7728,91.9493,29.0133,0,117.6414,0,5.3621,0,13.9993,132.7518,0,0,1.6626,197.4045,194,71.2986,0,8.5614,119.1595,54.181,27.573,0,0,0,4.2322,0,0,54.5387,128.4732,64.4679,0,22.5813,0,0,21.4175,75.4342,35.0615,0,33.2572,181.3597,0,77.8688,57.822,19.4196,19.4697,0,4.7657,160.0182,0,76.0976,38.2552,0,9.6039,0,52.4555,179.6849,0,0,28.8373,0,17.5991,76.2578,102.3296,0
"SBS11",0,0,0,0,0,0,0,0,0,0,67.9506,0,0,0,0,49.2504,0,0,0,0,0,0,149.6896,134.2079,0,0,0,0,0,0,0,142.9888,0,0,0,0,167.3844,0,55.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.8156,88.8961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3444,0,0,0,0,0,0,0,0,0,74.1299
"SBS12",0,0,500.52,190.4165,159.3925,0,0,305.3745,0,0,274.9645,111.3896,0,261.2857,199.6416,318.1474,0,0,600.3056,79.5771,180.5266,390.6816,0,0,245.414,226.646,98.4226,229.8301,549.6331,123.0447,0,0,260.8915,243.1609,788.2439,0,560.5421,277.1416,188.605,0,40.1831,296.0515,219.8153,42.8362,0,204.975,293.4958,63.1509,0,204.0647,701.0757,299.4666,87.4176,203.9242,80.8127,283.1429,66.0884,48.1797,0,145.7471,0,82.601,183.0082,0,41.7494,37.1543,0,322.4223,0,680.7739,43.9817,395.1911,0,121.7224,164.634,384.2389,336.5423,0,491.851,46.0876,0,16.7907,0,229.7454,0,0,254.0632,200.9645,226.5016,0,85.9683,209.8457,295.2134,44.9622,73.142,409.0598,316.4996,90.2366,39.4099,653.7397
"SBS13",0,3601.0399,2093.9424,6783.7429,2860.677,6463.3804,2689.5245,2028.6788,20109.2853,3649.1022,22130.2021,9908.6798,7415.1268,1309.083,2238.4841,1513.6332,3482.0215,1078.8207,1372.1772,19327.0234,6874.1995,3574.9102,7598.8219,2081.5628,1875.7534,95.6645,1415.0752,2155.3238,5402.1131,1475.2284,56.8608,6164.8499,11080.1125,5793.0153,2265.9731,1186.5413,2673.3209,3016.2883,7776.4779,2227.7973,1777.7627,2140.8364,2144.1994,7338.4665,2009.3555,7416.4736,2189.5508,3558.0763,2542.8451,5419.8209,5363.0702,1654.4081,13097.2316,2229.8874,0,2359.8809,1752.4923,1584.9506,13409.9284,22443.8342,4037.1036,1437.7231,11928.3981,1810.6924,5745.8835,7478.909,8216.8678,1510.6434,50.9914,2178.5613,1690.4624,2918.6827,2425.9535,7638.5697,11796.5459,9016.9016,2718.5845,19362.7207,1063.0064,15675.3583,7606.8849,8274.9933,2542.7726,3840.6507,1416.5886,11651.5446,7316.3882,874.2766,5421.8711,1787.9564,3710.8501,8964.4421,6696.1897,5866.2693,12362.8397,5374.4895,6494.0068,2619.2158,1598.1546,3977.5777
"SBS14",0,105.85,0,0,0,0,0,0,0,0,28.8086,0,0,0,0,0,0,0,9.9973,0,34.4303,0,0,0,10.9804,70.8471,0,0,0,0,0,2.1221,0,41.2237,0,0,57.5877,0,0,0,0,0,0,20.3111,0,0,0,0,0,3.5447,0,0,0,0,0,0,0,0,0,0,0,103.5424,61.0425,0,0,0,0,0,24.569,82.4725,0,0,0,0,12.6113,0,0,0,0,0,38.6381,11.2216,101.1739,0,0,0,0,0,0,0,0,0,0,0,0,24.6762,0,185.984,0,0
"SBS15",0,0,0,0,0,0,0,0,0,0,0,0,23.699,339.7554,0,0,0,0,0,0,0,0,0,100.5812,0,0,0,0,415.2342,0,95.8947,0,0,0,383.9342,68.2388,68.162,0,0,150.4015,0,0,0,0,0,0,144.2411,0,0,63.6029,0,0,0,0,0,130.2549,0,0,0,0,0,0,0,19.1971,107.7941,0,0,0,0,0,0.9491,257.5781,0,0,237.1672,0,0,0,0,0,0,0,26.757,37.2639,321.4553,0,0,0,0,0,0,3.1544,0,0,0,0,0,168.4703,263.7041,0
"SBS16",265.5931,470.8792,373.7698,614.8114,434.7828,45.6054,24.6553,178.7658,26.8822,149.7465,242.7402,213.5221,645.097,610.0824,295.2242,275.4517,0,285.4471,2893.0634,446.5994,184.9329,395.1247,407.2088,657.3317,304.7829,404.6396,2948.7697,435.3733,467.555,471.4791,241.552,77.848,109.8018,560.146,717.4082,137.8342,496.6467,369.5827,310.8222,4774.0374,339.2972,429.9932,307.3052,11.0356,127.7895,95.976,395.0666,391.0827,3999.4107,428.3706,539.4991,130.909,224.082,212.0507,257.5656,442.1544,136.7458,76.7011,251.6129,194.184,227.0354,386.6418,494.2887,206.3365,496.443,255.6319,134.0226,0,0,417.3649,311.9829,526.7649,4977.9873,28.9675,189.931,321.1411,332.1882,7.5453,125.4268,286.174,36.6422,129.3941,4002.9379,354.5899,0,34.0491,0,510.8398,473.7215,116.4443,278.6061,85.0485,216.087,90.9801,254.3072,429.1318,200.6032,373.9097,454.222,314.3091
"SBS17a",76.9358,113.3655,24.54,0,0,0,58.804,0,0,0,0,1.8076,0,18.736,0,0,0,60.0148,0,50.9767,28.3691,0,42.8771,0,16.6941,118.2059,0,0,0,7.7258,175.7904,41.2707,21.6909,0,0,0,0,0,0,0,0,27.7119,0,0,43.7181,0,0,0,0,0,0,0,25.7025,14.1294,400.4835,5.6175,0,48.0557,33.5664,0,0,22.7937,3.1234,67.5553,0,14.2875,25.6234,48.0642,195.9463,0,17.678,27.3799,79.988,0,19.4914,0,0,7.8187,0,60.4534,24.443,5.3627,0,18.3941,0,0,0,47.1736,0,7.8744,0,17.0775,0,0,6.4762,0,0,0,0,0
"SBS17b",1104.3704,0,0,16.5885,0,26.0699,31.1395,38.0217,28.4126,18.4137,0.5041,0,63.6914,0,32.7165,0,0,18.1896,0,24.69,0,16.9449,0,18.9095,0,1131.264,44.6555,69.1266,0,6.5953,1303.7204,0,4.8423,71.2196,89.9638,0,0,15.5596,0,42.101,15.9716,26.6761,39.8153,0,0,11.5235,4.1401,58.8723,37.2854,24.4767,64.547,0,52.6804,1.9294,1298.1464,0,35.1139,32.1352,0.1308,34.7401,1.6887,41.7255,0,0,39.7982,0,66.7855,0,1217.6772,0,37.0749,17.8758,81.692,69.3738,20.8357,22.0013,42.9821,3.6083,0,12.8905,18.3263,38.5736,0,0,9.145,0,0,16.7971,0,4.7253,0,0,0,3.2687,22.2835,1.5322,0,28.4506,7.4511,36.6517
"SBS18",5337.3476,0,0,0,14897.2871,236.1206,16053.4987,0,0,8128.2742,63.0681,0,9796.5616,10510.2964,0,11110.2873,190.3353,13275.4789,0,0,0,8088.3473,0,0,0,5237.1148,0,11699.8231,8833.2254,12216.6497,5668.8825,45.8863,0,0,11234.7155,13164.5495,15947.2442,14457.1734,0,0,0,10236.8948,0,0,0,0,0,0,0,8002.6788,8805.1101,0,0,0,7791.3069,0,0,0,0,0,11472.8896,46.8731,0,0,224.6487,0,0,11730.9236,5744.2533,0,174.1705,14218.5368,0,0,0,6709.021,16317.8336,11.6528,13313.4329,0,0,0,0,0,12581.8342,33.8227,9524.4905,3212.749,8742.2561,0,0,7146.0003,0,0,0,7565.3668,0,15664.1036,0,10887.8745
"SBS19",99.0986,58.9669,218.8091,19.7706,160.3586,0,0,79.9253,0,0,0,0,242.4602,2.4686,0,4.1459,2.7228,81.0407,133.4708,0,77.0943,0,0,229.0174,151.0046,111.9966,0.8121,0,155.777,0,0,0,39.2584,0,0,261.3563,0,128.8304,116.2188,83.5547,159.1315,0,163.7345,42.1351,124.9162,335.5542,22.7506,163.7878,6.3773,0,0,0,126.8099,39.7526,144.1012,79.0416,0,13.6919,179.3286,29.7222,0,143.3828,0,13.2863,279.717,0,0,0,0,46.0597,32.5252,0,55.6492,2.4272,120.0691,53.383,269.7659,51.0742,34.4844,93.4174,241.7691,187.8152,125.9332,269.5916,0,80.5499,0,9.6268,0,0,0,20.5794,130.1617,0,0,110.475,0,0,0,175.4204
"SBS20",0,8.762,0,2.4503,0,0,0,126.9147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.922,0,0,0,0,0,0,0,0,0,0,0,0,147.6938,0,0,0,0,407.1175,0,0,0,104.6106,0,0,0,250.8218,0,113.6947,0,59.1405,0,0,219.985,40.963,0,97.0391,11.992,0,0,15.0824,0,142.9303,104.5469,0,0,49.8435,0,0,0,0,0,0,61.6187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5479,0,0,0,0,0
"SBS21",0,0,0,23.5986,0,0,0,0,0,0,27.5392,0,125.2642,8.4801,0,0,79.1866,88.5859,0,44.3691,0,0,0,0,0,0,0,0,2.8801,0,0,0.679,40.0556,52.9535,0,0,0,9.4051,5.4465,0,0,44.7983,0,0,84.5921,6.4457,0,71.3529,69.0501,0,0,2.7343,56.2324,0,0,0,0,100.0534,0,0,0,0,0,0,61.0067,0,21.2027,0,0,4.8053,0,0,0,0,1.5146,0,85.5657,0,52.3717,0,110.0412,0,0,46.4339,0,0,0,25.284,0,73.7565,0,0,52.3641,0,0,3.414,0,10.7029,17.8672,0
"SBS22",0,0,50.576,0,0,1.0754,0,0,56.8262,0,6.913,0,0,0,122.3288,0,0,0,0,0,0,24.4391,0,33.4657,0,0,0,0,12.2806,0,0,0,0,0,0,25.6196,5.7133,0,0,0,77.1146,0,0,22.9327,0,0,154.869,53.3153,0,0,0,0,0,24.568,0,0,17.8239,0,128.4488,20.3164,0,0,10.052,50.4339,0,12.26,0,0,0,93.0762,104.9965,32.5859,0,0,0,41.2486,0,0,0,11.8298,0,36.55,14.2363,104.4094,34.1575,0,0,0,0,186.0072,0,0,0,7.6501,48.455,26.2196,0,0,0,5.7014
"SBS23",0,0,0,0,0,0,0,0,39.8607,0,0,0,0,0,0,49.1221,0,0,0,0,0,0,0,0,0,0,0,306.674,0,0,0,0,0,120.0346,0,0,40.5234,0,0,0,0,56.8102,0,0,0,95.212,0,0,0,21.3584,0,99.4614,0,0,148.5088,0,85.3492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3803,28.1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.1978,0,0,0,0,297.7768,0,0,69.5511,0
"SBS24",0,56.9882,0,53.5615,0,0,0,0,0,0,34.7358,0,0,81.1063,0,0,30.6575,51.4292,0,42.5924,0,117.833,0,197.5994,21.6841,0,0,116.1183,0,103.7776,0,0,0,0,0,0,121.188,0,192.537,64.2859,0,120.4426,39.3945,0,303.1226,0,0,0,0,0,0,183.9677,20.2246,392.1746,0,39.9975,27.124,0,0,0,0,43.9199,17.5098,0,0,0,0,477.0292,0,0,0,0,0,0,0,0,0,0,135.7918,0,175.4308,0,30.8718,0,0,0,0,183.9806,0.2318,0,74.2348,0,0,4.9778,11.8646,0,240.2142,0,82.8318,73.7508
"SBS25",98.4785,0,0,0,116.8363,0,0,266.3651,0,0,0,0,191.3589,0,0,0,0,30.8408,0,0,0,101.186,0,0,108.8909,0,0,0,0,178.0355,0,0,0,0,0,0,0,294.2607,0,0,0,0,0,0,0,9.7915,0,0,0,152.1555,0,0,0,447.3314,0,0,0,0,0,0,0,0,43.1135,0,0,0,0,0,0,0,0,2.9167,0,0,0,0,17.6486,0,103.6569,0,0,42.2986,0,0,0,0,48.3539,0,0,0,0,0,0,52.6796,0,0,63.9406,0,0,0
"SBS26",124.4763,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9057,0,0,0,0,0,0,0,0,0,0,518.1046,0,0,34.7896,18.1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.8396,0,0,378.1197,0,0,0,0,0,0,0,0,74.2464,0,0,0,0,0,17.3619,0,316.1168,0,0,0,0,0,0,0,0,0,0,1.6795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.033,0
"SBS27",0,0,0,0,0,0,13.3516,0,0,0,0,0,0,0,0,33.4485,0,49.1526,0,0,0,0,0,0,52.9198,2.9606,0,0,48.8326,10.6094,0,0,0.5901,0,0,16.8016,0,0,0,0,56.4463,0,48.1187,0,0,0,0,10.5701,0,0,17.4164,8.2046,7.8862,0,0,55.7156,0,0,31.1159,0,0,0,0,0,0,0,0,51.9048,0,0,0,9.5326,0,0,0,6.7758,32.3139,23.8102,19.0413,0,0,3.902,20.5026,0,13.5911,0,0,9.6745,0,0,30.1042,4.7898,13.0054,0,0,0,13.6773,12.7093,0,0
"SBS28",47.1197,63.9987,0,63.5422,0,101.9811,43.037,109.8516,3.8812,8.5944,3.9583,131.3018,0,0,0,0,182.5,0,0,0,19.9106,53.2276,0,0,14.2582,41.0377,98.8785,0,19.4773,0,0,0,4.9803,152.412,0,17.6677,0,0,0,0,0,0,0,27.8418,0,40.6106,34.6118,0,0,13.0355,0,0,0,0,144.8224,0,0,19.0569,0,15.6733,59.941,3.1191,9.5704,0,69.8791,0,0,0,65.817,36.8979,32.3409,23.4574,11.6223,7.01,39.4935,0,0,0,0,0,101.4115,26.6151,112.2576,0,11.5644,0,0,109.2793,29.287,0,57.2505,0,11.7601,23.9528,0,0,55.0233,0,51.6042,0
"SBS29",222.5998,0,0,0,0,0,356.3884,21.7382,0,0,0,0,193.8337,47.3263,0,0,0,2.825,96.8516,78.1625,0,0,0,0,234.3339,591.2785,0,0,185.5468,344.3456,203.5381,0,0,0,261.6811,61.7033,0,0,0,0,459.3971,0,329.4576,0,0,0,79.8409,0,0,0,357.257,20.7688,0,0,162.9657,0,313.5863,196.8191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.5987,0,0,0,0,17.9499,217.3466,135.6901,76.6895,74.7101,0,0,181.4103,0,0,0,334.3854,0,57.3976,0,313.1861,0,231.5899,17.5381,0
"SBS30",159.0107,0,140.0908,354.124,100.8409,172.6346,107.7096,328.7484,0,60.0265,0,474.5347,80.2198,585.9754,264.1263,266.8858,84.1793,121.4532,0,330.4767,102.6039,416.9347,549.327,37.9119,0,542.3189,0,0,274.7643,213.1388,40.9101,16.1295,90.9339,383.7043,552.4938,0,0,0,0,21.641,0,159.6213,0.7012,0.7092,100.9914,203.3426,395.2823,185.3926,0,538.391,513.7214,0,235.4645,107.7135,0,143.1121,0,384.4394,0,227.1488,15.4898,0,523.3499,62.4661,0,0,256.7246,0,0,554.6314,266.2341,112.8279,50.8633,229.5574,0,337.2922,0,0,383.8316,0,101.3152,177.6952,145.742,0,0,86.9068,55.8627,235.4034,0,0,0,0,220.4606,0,117.2405,0,251.4431,1.6116,31.5952,256.3959
"SBS31",167.4415,0,0,0,0,0,45.1059,0,26.856,126.5573,0,0,6.2626,148.0473,190.3962,0,191.3994,0,0,97.7201,0,0,161.8996,0,0,0,55.3686,62.9033,0,0,155.1076,0,65.5386,90.4024,33.2211,0,0,0,0,58.6311,0,315.3256,0,0,61.3131,0,0,0,0,9.1888,229.1173,174.4647,20.3861,268.3445,0,0,0,41.273,0,0,0,0,0,0,0,43.8245,0,0,35.0084,0,0,0,0,0,0,0,0,146.8392,0,0,0,35.4883,0,0,0,0,9.9604,0,97.2205,284.6868,0,140.7991,0,0,0,0,0,0,35.7374,0
"SBS32",188.0496,94.3272,27.4437,324.0623,0,0,195.3953,0,147.3005,0,0,0,53.0231,11.6548,0,0,0,222.9775,192.7617,54.0328,0,0,0,200.1449,46.582,0,112.3645,167.8022,267.0968,1.1369,360.8712,10.1303,77.2351,200.1753,145.1394,0,23.6174,49.682,199.8695,81.1162,0,54.5928,318.3808,14.1456,29.2458,93.9232,151.2428,0,11.2739,0,171.3507,0,0,363.1693,0,147.0244,0,79.659,0,81.1886,11.6198,96.1623,0,253.8949,224.2492,0,0,0,98.5789,352.2942,0,198.8222,83.8983,205.2657,2.7968,126.6337,169.5788,0,0,299.7335,171.2883,177.6645,75.1773,476.3453,385.3519,180.9832,243.5541,271.8583,395.9395,55.5678,214.0988,309.8516,0,0,0,0,10.0365,162.918,0,186.135
"SBS33",48.4223,0,19.4679,0,0,0,11.4872,0,0,0,15.7246,0,92.5029,0,0,0,0,55.0093,0,0,38.3471,28.3529,103.7903,73.6956,21.8515,16.5718,0,0,0,22.4811,15.0659,53.2529,0,0,0,0,15.0127,0,92.0788,0,0,99.1867,0,12423.2875,50.5546,0,0,20.0619,0,38.7287,67.4448,0,0,0,39.7416,24.2337,0,0,0,0,14.6028,0,0,4.6351,0,12421.918,0,0,0,0,0,0,4.98,0,66.5627,0,26.9774,35.1785,0,12.3247,0,0,14.3229,0,113.1492,0,0,0,16.7091,39.2761,18.2804,0,56.7543,2.505,0,87.972,0,0,0,7.6387
