"","S0","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99"
"SBS10a",0,70.8692,0,0,24.858,0,46.5673,0,0,16.812,0,85.5026,0,0,3.9463,0,0,17.9196,6.943,40.3726,4.4316,33.2413,0,82.3932,1.1517,24.0733,22.2553,0,96.7892,7.8082,0,49.8703,0,0,0,70.2148,16.6869,0,0,0,0,0,0,14.6413,0,25.1456,64.612,11.3077,69.3637,35.8681,35.6743,0,57.801,112.372,51.5776,0,111.3593,0,0,0,0,0,0,26.7939,16.0817,0,30.1781,28.4252,0,0,16.3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4197,45.6323,0,0,11.2787,11.2585,0.2891,72.9939,0,2.9443,0,53.3135,20.3226,11.4932
"SBS10b",35.031,2.432,0,0,9.2476,0,13.0414,0,23.509,0,1.9802,0,0,0,0,24.8373,4.5867,10.5343,11.238,1.1783,24.4555,0,18.7395,15.4166,0.5179,0,0.0127,36.8718,0,0,8.5069,14.4036,5.6905,0,0,7.9716,4.1589,0,26.1416,14.7007,3.4673,26.8395,19.1653,10.4969,0,0,7.5421,14.0122,0,15.8072,0,18.2666,5.4044,0,0,3.3886,0,10.6933,0,0,11.449,2.4059,5.6555,0,0,0,0,0,23.4641,0,13.6502,10.5449,6.7939,2.3565,22.622,0,0,21.5894,18.5697,28.6174,0.7324,0,0,0,0,1.3598,6.5146,1.4168,4.5885,8.7918,16.3981,21.7876,4.3392,0,17.7086,5.1928,65.0463,12.4662,0,2.0206
"SBS11",0,0,0,0,0,0,0,0,0,1.1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1459,0,36.7297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9477,0,49.5478,4.1883,0,0,0,0,13.6414,0,0,0,0,2.9497,0,0,0,0,0,0,0,0,0
"SBS12",68.0124,17.4671,0,29.4657,0,17.2178,0,29.9351,0,38.4497,12.0953,50.4838,0,61.5542,1.7862,0,0,0,96.1998,36.7258,0,16.6859,0,0,0,0,0,42.3119,99.5341,91.746,0,49.9445,17.5658,0,24.7157,34.183,0,113.7628,0,76.2806,0,91.6811,59.9141,9.9038,83.4642,5.7563,12.1584,0,8.443,82.9657,5.5272,0,37.6758,102.8072,14.7426,0,76.9433,0,26.812,108.8104,10.8753,0,55.0614,20.6257,103.8474,108.535,0,0,27.8085,0,0,0,68.254,0,0,0,53.8084,53.9346,7.6652,0,0,0,87.4057,107.9499,151.9004,43.1952,0,0,105.9818,0,90.9738,0,75.4675,75.9524,0,7.1416,34.0522,0,0,103.1808
"SBS13",0,113.4535,67.8412,232.9297,101.3121,191.0152,82.8053,59.1361,621.871,95.3503,726.0872,295.8642,271.9132,55.6846,48.767,53.6838,120.1462,10.2675,54.8643,613.4799,197.9673,119.3097,251.1838,61.2254,57.7465,19.9894,12.5576,104.0389,190.4906,32.5739,19.7757,217.9355,337.4075,178.0503,56.896,36.8424,95.752,118.5114,230.5282,121.5511,88.4791,43.4381,81.2635,234.4659,70.5415,210.4948,69.5374,101.5788,65.5406,189.8941,201.4942,58.9737,390.8572,84.3698,0,49.7733,66.752,49.8176,410.6662,712.7788,141.9445,74.8901,416.7301,97.1716,203.5284,271.3993,236.626,39.4784,16.1792,65.4564,77.1043,106.9171,85.9903,203.2791,377.3015,303.6,75.7287,675.9432,21.818,485.813,276.3586,259.8128,91.7891,112.4137,66.933,374.9602,272.3226,1.0414,189.7733,50.3591,108.7092,314.2031,185.9506,205.2684,383.0215,187.7422,257.4072,67.4004,55.0934,144.1863
"SBS14",0,0,0,0,0,0,0,18.2507,0,0,0,0,0,0,0,0,0,36.6174,0,6.5205,0,0,0,0,11.7659,0.6437,0,0,0,0,0,0,0,2.2836,7.2429,0,0,0,0,0,3.4165,0,0,0,0,16.1461,5.8948,0,0,0,0,0,0,0,0,3.7816,0,0,0,0,0,0,0,36.6781,0,0,0,0,0,5.7168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7652,0,7.7488,0,0,0,0,0,0,0
"SBS15",0,0,0,0,0,0,0,0,0,0,0,6.9032,0,0,0,0.4662,0,0,0,0,36.5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7373,0,0,0,0,0,0,0,0,0,0,11.2618,0,0,0,0,0.1753,0,2.6713,0,56.2819,0,0,5.7424,0,10.501,0,0,24.9454,0,0,0,0,64.9713,0,0,0,0,0,0,16.8929,17.4488,0,0,9.3527,0,0,0,0,0,0,0,0,0,0,0,0,8.7363,0,39.0012,19.1047,0,0,0
"SBS16",0,0,90.2053,103.1961,0,0,90.8705,0.8269,0,154.0036,21.0596,76.2317,31.5962,4.2142,56.3661,82.2377,0,89.9413,249.3837,36.3426,19.2067,60.8877,20.3778,0,68.3911,72.5905,110.7335,80.6236,84.1764,0,33.6273,0,132.7587,87.1874,77.4587,81.6773,67.7654,75.2677,57.8932,192.9352,36.5992,43.2322,68.2081,114.7739,61.6267,158.5113,155.3302,79.8549,188.6448,36.2386,107.9284,5.7249,134.2544,59.4875,45.0318,48.1741,89.8171,11.5761,46.4321,91.4754,0,78.5577,48.1899,57.1264,59.1079,88.9348,68.7687,30.4944,111.8813,51.8335,0,103.4421,202.0357,83.5601,150.1996,48.3493,14.6901,116.4612,148.0956,27.1682,121.0213,154.1524,157.8157,171.8698,62.5618,139.7262,97.0916,54.4219,75.7878,200.3491,0,128.1663,23.6676,40.8566,121.8553,28.161,52.2878,79.9125,133.1733,111.5675
"SBS17a",12.8724,0,2.9613,0,14.6503,7.8534,0,15.3021,15.8301,11.68,0,0,5.2323,0,0,0,0,0,0,0,0,0,0,0,5.1511,1.0604,10.026,12.4326,1.1791,0,0.919,15.0372,0,3.0466,0,0,0,0,0,0,4.2249,1.8495,0,0,0,0,1.1139,6.4019,8.8516,0,0,16.5661,0,0,23.8228,15.1718,0,4.9075,1.5461,0,3.4373,0,0,0,0.7321,0,26.9016,14.6732,0,0,23.6761,0,9.6104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0099,0,0,3.6162,2.0455,6.0516,0,0,0,0,0,0
"SBS17b",66.5843,8.4645,0,0,0,13.2112,2.5657,0,7.4544,0,3.03,15.4633,0,14.6288,0,0,4.7113,0,0,10.296,6.0862,12.7797,14.6494,0,6.2273,31.0363,3.7224,9.9723,1.4333,20.6793,32.8803,4.2958,0.1652,3.7504,2.3787,2.4996,0,0,0,10.557,7.2737,10.3602,4.0811,3.7504,0,25.3553,7.8761,0,11.0149,16.4769,8.3098,2.9119,0,2.4376,53.3243,0,12.7141,1.5367,3.5932,0.9436,12.4316,7.1402,0,0,1.7773,0,3.9741,8.0727,21.0887,1.6685,1.0972,0,3.1098,0,0,0,0.3627,0,0,1.9458,0,0,0,0,12.4273,0,0,0,19.7883,0,0,1.1611,0,0,0,0,13.5063,7.853,12.4335,1.7982
"SBS18",183.9936,0,0,0,469.1677,0,592.277,0,0,190.8556,0,0,257.1522,376.2702,0,239.2165,0,274.1461,41.3813,0,0,187.5708,0,0,2.7077,81.4929,0,309.9983,214.5531,377.8045,123.2522,0,18.9752,5.679,343.62,396.8856,386.4027,463.9014,0,0,0,148.3994,0,0,0,0,0,0,76.5824,273.8171,313.3508,16.2042,79.406,0,298.3304,11.517,0,0,0,0,322.5326,0,0,0,0,63.3396,67.3229,422.81,49.4972,0,33.6961,363.2231,0,59.0131,0,249.7419,497.4168,0,376.7604,0,0,73.6727,67.6598,0,363.5549,0,282.1631,108.9554,171.7507,0,0,63.9709,0,0,0,211.1823,11.7287,485.1751,40.9086,290.9862
"SBS19",6.498,0.6288,0,0,13.5334,0,0,0,1.1793,0,4.2373,34.0248,0,49.827,0,0,19.5875,0,12.8738,0,0.1494,0,55.8644,0,5.9776,0.9076,0,0,9.8935,0,12.739,30.8877,12.3476,0,0,0,0,14.9258,0,0,56.1198,0,3.4456,24.6562,0,32.5711,0,2.4292,0,0,1.7499,0,0,0,10.4724,0,0,14.7268,2.9584,17.93,0,0,12.0473,15.5539,0,0,10.7608,9.4241,53.8223,13.915,8.1816,25.099,24.3562,0,0,0,0,0.4557,2.8692,0,0,0,22.2767,68.1538,30.9068,0,0,3.929,10.9222,0,11.7422,7.8262,14.5284,23.1495,0,0,7.7965,0,31.075,17.2841
"SBS20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.377,0,0,0,0,0,11.5359,6.159,0,0,0,0,16.1523,0,0,0,15.276,0,3.1258,16.6579,0,59.3985,0,0,1.2855,0,0,0,0,0,0,46.7884,0,0,0,0,0,31.1721,0,0,0,0,23.8911,0,0,4.1063,10.879,0,0,10.4563,0,0,0,0,0,0,0,0,0,0,1.9493,4.3882,3.8121,0,0,2.1472
"SBS21",1.8349,0,0,19.2879,7.4178,0,0,0,0,0,8.8943,0,0,23.2989,0,0,0,19.401,0,0,0,0,0,17.259,0,10.6147,16.2612,4.4653,0,0,0,0,2.9989,6.7141,5.2435,38.466,0.0368,0,26.6458,0,10.4807,0,0,36.917,15.0487,0,0,0,0,6.3843,0,0,0,0,0,0,0,0,7.2463,0,0,0,2.6196,0,0,0,0,14.9699,51.0996,25.7965,5.2582,15.6029,0,0,0,0,0,0,5.1317,12.7733,0,5.2171,0,15.5588,0,0.1637,0,15.0957,0,0,2.6145,0,8.0554,0,10.6752,28.5741,0,42.3269,1.9134,0
"SBS22",0,0,0,37.0056,0,0,6.625,8.8435,30.5154,0,19.0758,0,25.1152,21.1376,3.6631,0,21.6704,42.6201,0,0,0,30.7208,40.9132,21.7483,14.5723,0,0,0,12.544,11.2231,6.4255,0,0,66.6045,43.2925,0,0,13.3213,0,0,0,0,21.381,63.9365,3.1007,0,0,0,116.6602,0,19.2777,0,0,0,24.5958,78.437,0,0,0,22.1062,0,17.4299,38.7981,9.8543,0,18.1471,48.2164,0,0,8.2544,0,64.1611,11.2732,96.5151,0,41.0994,0,0,0,61.1175,0,0,92.4157,0,17.7486,0,0,0,0,113.0021,0.8005,11.9018,0,0,0,0,64.3214,0,0,0
"SBS23",0,0,0.5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6401,0,0,14.3804,0,0,0,0,0,0,0,0,0,10.1461,0,0,0,16.2818,0,0,0,0,0,17.4816,0,0,0,0,0,14.6401,0,0,0,10.7901,0,0,31.4128,0,0,0,0,0,23.3601,0,0,0,23.2268,0,0,0,0,0,23.1076,0,0,28.0922,0,0,0,11.9364,0,0,34.1517,0,0
"SBS24",0,49.0094,0,41.1893,32.1837,0,58.6305,2.3956,0,0,0,0,0,0,51.0985,0,27.343,0,0,0,0,22.4894,0,27.6276,0,0,93.7748,0,0,0,0,47.5026,0,0.5252,0,42.3908,0,0,0,29.9429,0,0,5.395,0,0,0,0,16.5776,99.9199,8.3789,0,0,0,20.591,19.2658,0,0,0,0,0,0,0,0,0,0,28.7516,0,0,14.3568,13.1231,0,0,0,13.8427,0,0,34.8177,0,0,0,7.115,0,0,0,0,0,0,22.5887,0,13.1477,0,0,0,47.9979,0,0,0,0,0,0
"SBS25",0,0,0,0,0,0,0,0,0,0,7.4122,0,0,40.293,0,0.3047,0,0,0,0,0,0,32.1083,0,48.785,0,0,0,0,21.2503,43.5451,0,0,0,0,10.0084,0,1.6968,0,0,0,0,0,0,65.6741,0,0.5013,0,0,0,0,0,0,0,49.7334,7.2309,0,0,0,0,36.1845,11.1535,26.0661,0,0,0,0,0,0,0,0,12.661,0,30.4636,0,0,0,0,0,0,0,0,3.2932,0,0,0,0,0,6.0747,0,11.265,0,0,0,0,0,0,0,0,16.6526
"SBS26",0,0,0,23.3817,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5659,0,0,6.8313,0,0,0,0,50.9423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3045,0,0,0,0,0,0,0,0,0,0,71.0502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7654
"SBS27",0,0,0,0,7.5472,0.9344,0.4048,0,0,0,0,0,0,2.607,0,3.0271,0,34.8758,0,0,0,0,5.3247,0,0.0218,0,9.2679,0,0,0,19.8736,0,0,28.516,39.649,0,0,10.2841,0,0,18.5127,3.1765,0,19.6759,0,0,0,0,1.3073,2.6725,0,2.3636,0,0.7086,0,33.5313,0,0,0,10.5512,0,6.3159,0,7.782,0,0,42.7887,0,0,8.0937,0,52.0514,0,0,0,0,0,0,0,3.4574,0.4335,0,0,0,0,0,0,0,2.2386,21.8312,6.115,0,1.3794,25.9556,1.2509,0,0,0.3081,0.0518,14.0293
"SBS28",10.8427,11.5428,41.86,0,0,1.4973,26.3748,0,1.9509,58.8977,0,9.5976,0,14.4993,0,0,32.4929,0,15.8556,2.572,3.2184,0,14.4815,1.2408,4.3561,1.4423,0,0,0,2.7289,0,0,29.832,22.0571,0,0,46.3347,0,12.3951,0,2.5744,0,0,0,9.58,47.6109,29.8043,40.4149,0,0,0,0,47.2972,0,2.4673,0,24.0347,11.2085,0.3733,0,0,24.4271,0,0,37.394,1.4855,9.2332,0,0,0.7031,0,0,8.1248,0,2.4903,0.6744,0.202,39.7688,42.5363,0,23.9327,32.6677,2.2736,4.201,6.8412,36.9277,21.5122,0,0,18.2352,0,0,10.1289,0,15.3555,0,0,6.9647,17.7253,0
"SBS29",34.1946,43.1518,0,0,0,0,0,85.5092,0,0,0,24.7979,0,66.9693,0,0,0,0,0,0,62.0927,0,0,128.0817,0,0,0,7.8304,42.6626,0,51.6042,0,45.5957,0,0,0,0,65.5986,14.8609,18.4564,0,0,0,0,17.9909,0,12.1596,1.4941,0,0,3.9302,0,0,0,0,11.0943,0,52.1811,99.9326,34.7117,0,0,31.0158,0,0,0,0,0,0,94.601,19.0214,59.9897,0,0,93.4774,61.5309,55.4486,0,3.3104,0,0,17.5741,0,41.4551,0,0,0,0,55.7162,0,43.36,106.8796,0,0,0,101.411,11.6136,0.9009,18.7605,121.1682
"SBS30",30.7202,0,1.5095,73.7451,69.2297,27.4507,8.7227,0,46.6842,71.0172,0,0,74.9363,42.0921,68.9158,17.9718,0,99.6689,78.0349,0,26.5705,0,111.5987,63.3038,29.0461,62.9293,20.0292,3.3746,61.157,63.6056,41.2346,0,86.0874,78.3797,71.657,47.9405,1.4272,76.9621,28.3346,37.7339,1.7083,0,96.335,34.6849,98.9516,0,0,0,86.0231,33.3353,90.0009,0,0,0,27.4481,44.4988,101.6602,45.3678,0,34.4428,4.0558,78.6559,11.0755,24.7103,36.4753,57.9212,83.7288,17.5918,23.8803,74.6899,69.1029,40.9226,51.1259,75.4971,45.0441,59.2562,0.2718,0,0,0,58.8425,18.824,67.9531,92.7953,27.2618,0,15.6403,1.132,52.9657,50.0591,0,72.8099,0,62.7792,0,40.2317,0,57.436,50.5858,50.0109
"SBS31",53.3418,16.0452,0,24.0513,0,0,0,3.0949,0,0,0,0,0,0,0,0,0,21.6474,0,0,62.7922,0,0,0,0,0,0,0,0,28.2426,0,0,0,0,0,0,0,22.5231,0,122.3196,0,0,20.1545,0,25.07,0,0,11.7864,32.7869,45.9491,0,0,0,34.461,0.978,0,0,0,28.1407,0,0,0,0,45.2068,0,0,49.8822,0,6.559,0,0,0,0,0,0,0,0,0,0,0,0,17.7816,0,0,0,0,0,6.3425,17.5317,0,0,17.9249,0,0,5.4046,27.6962,0,0,0,68.4437
"SBS32",16.5992,9.5858,0,57.3734,0,47.9006,0,15.9878,28.1703,0,19.4501,49.3036,0,0,0,0,0,0,46.8125,0,46.0374,46.3533,5.2465,0,56.1431,52.2308,8.7194,0,0,0,100.7083,49.0694,3.2503,54.3055,0,0,0,24.538,20.7002,40.6145,0,21.1086,0,40.9023,0,0,0,46.9975,18.7751,43.7906,0,59.0832,0,36.1281,25.3124,74.8888,0,0,2.0099,0,18.584,53.244,69.7444,47.3441,70.3811,0,0,2.5861,0,0,0,8.5806,0,34.9779,0,23.7775,28.4973,0,0,0,69.6239,0,58.9789,95.1457,38.591,5.6878,20.8289,81.0578,41.8824,11.3193,0,1.3446,9.4521,30.1361,0,21.005,100.5154,6.4477,0,33.6867
"SBS33",14.6013,0,0,5.8147,0,6.1973,8.1053,15.7654,0,8.8671,0,0,0,9.6829,14.5447,0,12.791,0,0,1.6839,0,4.1549,0,13.4621,17.7913,0,4.7406,5.3458,0,0,6.9366,0,0,0,0,0,17.7317,0,0,0.624,10.7745,3.0247,23.3511,367.3038,6.0407,1.757,0,6.0539,5.3595,0,2.7549,7.888,0,12.3244,4.3655,0,0,0,5.8058,0,0,10.172,0,0,0,407.1693,0,0,0,0,0,0,0.5416,0,0,0.4201,0,3.5187,0,0,0,0,8.9798,0,4.4607,0,0,16.8083,0,0,3.2237,14.5201,10.7429,0,0,6.0072,1.3957,19.8245,0,0
"SBS34",0,0,0,0,0,4.5823,0,0,0,0,0,0,1.9091,0,0,9.5095,0,46.0611,0,10.4991,0.4835,0,0,0,0,20.4579,13.7395,0,0,14.1106,0,35.3705,0,37.4158,25.1051,4.3351,0,0,0,29.7917,4.0192,19.7141,0,29.8958,9.8583,37.3326,0,0,5.1433,8.0757,2.1719,0,27.3627,24.5367,27.7566,22.2263,15.4253,0,0,0,0,14.5106,0,1.0635,0,4.5053,32.2442,19.7417,0,0,0,31.5906,0,44.6973,0,9.8171,8.889,0,17.7524,28.387,0,0,0,3.3784,0,0,0,5.2346,0,37.0344,30.6339,7.7911,0,0,0,0,0,0,0,7.3271
"SBS35",0,0,0,0,0,0,0,0,0,0,64.5478,0,0,0,8.2535,7.2065,8.1105,0,0,0,0,0,0,6.5861,17.0692,0,0,24.7816,0,0,0,0,0,0,0,0,0,0,25.1065,36.1239,0,0,0,17.7642,11.8969,0,0,10.742,6.6271,20.9263,0,0,0,0,0,72.0595,0,0,6.9014,13.6772,0,0,65.043,0,40.2985,0,0,0,32.5099,23.1706,0,0,0,0,0,0,20.0318,0,0,0,5.9802,0,0,0,0,0,0,0,0,0,0,0.2444,0,25.3512,0,0,0,0,0,0
