"","S0","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99"
"SBS8",1.6869,0,0,3.9278,0,0,0.5101,0,0,0,0,0,0,0,0,0,3.8859,1.6746,22.6907,0,4.9181,0,0,0,16.9943,0,4.1879,5.4889,0,0,0,0,7.6747,1.0555,0,0,20.8743,0,11.458,0,0,2.1886,0,0,0,6.7294,0.6217,0,5.6739,0,0,0,0,5.7448,6.0048,14.4784,6.0884,0,0,0,0,0,0,0.1056,5.8563,0,3.3488,0,8.0514,0,0,0,6.8341,0,0,0,0,0,0,0,5.8313,0,0,0,0,0,0,24.2184,0,0,0,0,6.3378,0,0,0,15.1446,0,0.2627,3.3643
"SBS9",0,0,0,0,0,0,1.6054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9689,6.8618,0,0,0,0,0,0,0.3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.045,0,0,0,2.8874,0.3443,0,0,0,0,3.0603,1.4423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS10a",0,0.5822,1.6775,0,0,0,0.0069,0,0.5772,3.5031,0,0,0,0,0,0,0,1.3479,0,0,4.9917,1.0791,1.6059,0.4607,0,0,0,0.2986,0,0,0,0,2.9286,0,0,0,0,8.5049,0.3365,0,1.7484,0,7.7159,0,0,2.0412,0.3226,0,0,0,0,0,0,4.2981,3.0521,3.0353,0,0,0,0,0,0,0,0,0,0.739,1.1473,2.3787,0,0,0,0,0.8443,0,0,0,2.265,0,0,0.2334,2.1009,0.6607,2.6751,0,0,0.5052,0,3.606,0.9103,0,0,0.3691,1.077,0.6097,0,0,0.5391,2.7112,0,0
"SBS10b",0,0,0.2317,0.9377,1.5827,0,0.2582,0.0195,6.0262,0,1.392,3.1457,0,5.9076,5.4031,0,2.7733,0,0,0,0,0.4892,2.1985,3.6684,1.4056,3.6259,0,2.9924,0,0,1.2293,0,0,1.6137,1.61,0,0,0,2.145,0.379,5.0481,0,0,0,1.9088,0,2.0882,0,0,5.8532,0,7.7128,0,0,0,0,0,0,0,0.7178,0,0,4.2908,3.941,0,0,0.5487,4.7636,0,0.9333,2.0254,0,0,1.3038,0,0,1.8865,0,0,0.602,0,0.4975,0,5.576,0,3.7245,0.0512,0,0,0,3.2065,0,0,0,1.9279,0,0,0,0,5.2732
"SBS11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0176,0,0,0.4655,0,0,0,0,0,0,0,0.7018,0,0,0,0.6578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4027,0,2.5931,0,0,0,0,3.0027,0,0,6.9784,0,0,0,0,0,0,4.0221,0,0,0,0,0.6349,0,0,0,0,0,0,0,0,0,5.2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8332,0
"SBS12",3.8136,0,0,0,0,0,0,0,0,0,0,0,0,10.336,0.9718,0,5.704,7.5802,0,1.3055,0,5.9421,0,9.5784,7.2809,0,0,0,0,0,2.5369,1.6805,0,0.8054,0,6.2237,3.1731,0,0,0,0,3.0308,5.4478,5.8385,0,0,8.1677,0,0,14.6959,0,0,0,4.1967,0,0,0,0,0,0,5.2337,11.8618,1.685,2.8883,0,0,0,3.8329,0,0,0,0,19.9357,0,10.1381,9.8428,12.4449,0,0,0,0,0,0,0,0,7.5355,0,4.6655,3.5498,0,9.1185,0,0,3.1343,0,0,3.6812,0,0,0
"SBS13",1.6333,0,1.9312,18.155,2.913,11.6339,1.8687,2.6704,47.5146,0.6028,42.5927,23.9735,11.6862,0,0,2.0863,0,0.081,1.6836,44.0678,22.7684,0,19.6052,1.8867,0,0.7874,0,1.6981,26.6026,0,2.5227,13.2304,30.9321,16.9222,4.2542,0,1.3595,0,20.5278,0,0,0.1583,0,10.7235,0,16.9354,0,2.8115,6.0649,9.1207,14.8652,1.6151,33.2892,3.6964,1.0384,0,0,0.3451,26.8278,30.1984,1.2211,0,30.9064,0.3193,25.0421,10.5331,26.086,2.7195,3.9714,0,3.2599,0,3.8571,14.83,31.5483,25.8828,0.3173,37.0099,0,28.9354,11.8597,22.9087,0,0,0,19.7642,12.6912,0,20.5963,0,0.0667,24.9174,11.5928,9.6623,33.55,14.0875,12.7378,0.4403,0,0.2754
"SBS14",0,0,0,0,0,5.0664,0,0,0,0,0,0,0,0.3718,0,0,2.9748,0,0,0,0.579,0,0,4.0464,0,0,0,0,0,2.7449,0,0,0,0,0,0,0,0,0,2.8183,0.4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9423,0,0,0,0,1.8943,0,0,0,0,0,0,5.4667,0,0,0,0,0,1.049,0,0,0,0,2.2798,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS15",0,0,0,0,0,1.2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5409,0,0,0,0.9007,0,0,0,0,0,0,0,0,0,0,0,4.7132,0,14.9322,0.7374,0.6599,0,0,0,0,0,0,5.1313,0,0,1.6364,0,0,0,0,0,0,0,0,0,0,0,6.5083,0,0,0,6.6456,0,3.7148,0,0.2277,0,0,0,0,0.4469,0,0,0,0,0,0,0,0.4367,0,1.6809,0,0,0,8.3256,0,14.1275,0,0,0.8207,0,0.6602,0,0,0,2.9574
"SBS16",0,13.3416,6.2205,3.7948,9.4534,14.6386,8.6115,18.4792,2.0333,11.1856,0,0,4.8425,1.728,7.9591,11.2107,5.5832,0.8993,2.3681,6.3647,2.6863,13.0176,8.6607,0.7894,2.971,0,9.9444,4.2736,3.27,13.4905,11.1152,16.0845,0,11.3012,0.05,10.2915,11.977,9.2917,1.1445,3.528,9.0261,3.8928,3.5682,0,8.3008,0,0.049,10.5803,0.0136,3.8292,7.6538,0,0,4.5459,0.8059,0,0,0,3.9241,0,10.8129,21.7945,1.6633,9.1489,4.3897,0,13.38,2.6108,11.6269,10.1008,5.4421,17.0459,3.5743,4.6749,2.9201,15.2571,7.5894,2.3977,4.1327,8.7124,6.2717,1.4874,11.6802,8.6985,0,4.966,9.6669,0,0.5411,0.6079,7.5576,1.0583,1.506,2.9875,0.8971,12.5236,0,8.6483,11.5808,3.849
"SBS17a",0,2.0993,0,0,1.4424,0,0.8972,0,0,0,0,1.995,0,1.0919,0,0,0.9089,0,0,0,0,0,1.9285,0,0,0,3.6614,0,0,0,2.6104,0.2756,0,0.838,0,0,0,0,0,0,2.3131,0,0.298,0.076,3.0944,0,0.0087,0,0,1.0395,1.1397,0,0.4126,0,0,0.0787,4.182,1.0039,0,0,0,0,0,0,0.8938,0,1.066,0,0,1.0868,0,2.9314,3.7584,0,0,0.4596,0.6439,0.4225,0,0,0,0.9652,0,0,0,0,0.2273,2.6949,0,0,0,0,1.5831,0,0,0.5373,0,1.6676,0,0
"SBS17b",0.0785,0.4241,0.6015,0,0.8661,2.5132,0,0.2416,1.4211,0,0,2.7695,0.9731,0,0.855,1.0241,0.4839,0,0,1.4041,0.5435,0,0.9107,0,0,0.4401,0,0,2.7725,0,1.1848,1.3184,0,0,0,0,0.9007,0,0,0,1.106,0,0.4848,0,0.6509,0.8235,0,1.0679,0,0,0,4.0345,0,0,2.179,1.0311,1.3254,0.8716,0.7073,0,0,0,0,0,0.7278,0,2.6844,0,0,0,0.7243,1.5198,2.301,0,0,0,0,0,0,0,0,0,0,0,0,0.8264,0.3233,0,1.7133,0,0,0,1.1022,0,0,0,4.6159,2.3959,3.2451,0.8644
"SBS18",8.4619,0,0,0,29.2865,0,38.1219,5.316,0,17.5213,0,0,33.6866,19.3726,0,6.1103,0,0,0,0,0,0,0,0,0,0,16.9748,18.2722,2.2569,33.2685,8.6528,0,0,0,3.2638,25.8744,0,32.7567,0,0,0,0,0,0,13.7266,0,0,6.5009,0,14.7217,19.5545,0,0,0,21.3406,0,0,0,0,0,9.6481,0,0,0,2.1911,0,6.6489,18.6966,8.4284,5.2839,0,29.8954,0,0,0,0,20.5351,0,29.1551,2.9129,0,14.3765,0,0,22.946,0,0,0,8.0367,0,0,0,0,3.8054,0,0,0,13.3805,0,21.5579
"SBS19",11.9778,0,0,2.2841,0,0,1.368,4.974,0,0,0,0.1039,0,0,0,6.6573,0,0,0,1.1626,0,8.3983,6.556,0,0,0,0,0.8483,0,4.4299,0,0,0,1.112,0,0,12.4314,4.0895,0,0,0.7716,0,0,0.4131,10.5197,0,0,0,1.4665,0.7233,0,0,0,0,0,0,0,1.567,0,5.2202,1.6875,0,3.0806,0,1.1853,3.716,14.4577,0,0.8255,0,0,0,0,0.3359,0,2.6671,0,0,0.0796,0,3.2215,0,0,8.8143,0,0,0,1.7398,5.5037,0,0,3.9314,0,5.7239,0,0,9.942,0,0,0
"SBS20",0,0,4.5429,0,0,0,0,16.2829,0,0,1.9631,0,6.8298,0,18.1378,4.404,4.8655,0,0,0,0.6878,0,0,0,12.4841,0,0,0,0,0,1.3678,0,0,0,0,1.1536,0,0,0,0,0,0,0,0,7.6788,0,0.59,0,0,0,0,0,0,0,4.997,16.0632,0,0,0,0,0,0,0,7.8842,0,0,0,0,0,0,0,0,0,0,0,2.183,0,1.9479,6.004,0,0,0,0,0,0,0,0,0,4.3852,0,0,0,0,0,0.7254,5.0988,0,7.4502,0,0
"SBS21",0,0,0,0,0,0,0,2.6446,0,2.3305,3.2102,0,0,5.3575,0,0,0,0,0,0.3403,0,3.9604,0,1.389,0.9313,0,0,4.9197,0,0,1.9389,4.3754,0.196,0,0.0639,0,0,0,0,0,0,2.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1815,0.3334,0,0.8504,0,0,2.3583,0,0,0,1.4871,4.6801,2.7917,0,0,0,0,0,0,0,0,0,0,0,0,2.3269,0,0,0,0,0,0,0,0,0,0,3.8028,0,3.9794,0,0
"SBS22",0,0,0,0,0,0.1588,0.5889,0.5298,0,2.445,0,2.308,0,0,0,0,0,0,0,0,0,1.3429,0,3.7481,0,2.1345,2.8672,0,0,3.8908,0,2.1863,0,0,0,0,0,0,0,0,9.1127,0.0615,0,0,0,0.5581,0,0,0,0,0.7046,0.4551,0,0,0,3.3421,2.6686,0,0.1807,0.2218,0,0,0,0.6519,1.1337,0,0,0,0,0,0.4912,0,0,0.2801,1.8611,1.1404,0,0.3148,0,0,0,0.1088,0,0.1727,1.7359,0,2.1606,0,0,11.6427,0,0.8413,0,0,4.4949,2.2218,2.5236,0.9639,0,0
"SBS23",0,0,0.927,0,2.0313,7.6346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4651,0,0,1.6486,0,0,0,2.0752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7977,0,1.5053,0,0,0,0,0,0,0,0,6.3652,0,0,0,0,0,2.2056,0,0,0,6.154,0,0,0,0,2.2714,0,0,0,0,0,0,0,0,0,0,2.4514,0,0.7192,0,0,4.17,0,0,0,0,0,0,0,0,0,0
"SBS24",0,0.2525,0,0,0,0,0,0,0,0,0,0,0,0,2.2055,0,0,0,1.8764,1.4072,0,8.7153,0.0758,0,0,1.2653,2.4572,0,4.4499,0,0,0,2.9845,0,3.2663,7.5404,9.8288,2.6478,0,0,0,0.2374,3.3214,0,2.5762,0,4.1291,2.0755,0,0,0,0,6.6475,4.3358,0,3.7339,0.8549,0,0,0,0,0.6414,0,0,6.4678,0,0,0,1.8027,0,0,2.0624,0.0327,0,0,0,1.1537,0,0,0,10.249,0,13.9754,1.564,0,0,0,1.8785,0,0,0,0,0,0,0,0,0,0,0,0.3932
"SBS25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1623,0,0,19.048,0,0,0,0,0,0,7.9152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4698,0,0,0,0,0,0,0,0,0,0,0,0,14.2583,0,0,0,0,0,0
"SBS26",0,0,1.4663,0,0,0,0,0,0,0,0,0,3.478,0,0,5.3508,0,0,0,0,0,1.6825,0,0,0,0,0,0,0,0,1.5899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5275,0,4.3629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9634,0,0,0,11.6694,0,0,0,0,0,0,0,0,0,2.6002,0,0,0,0,0,0,0,0
"SBS27",0.4884,0,0,0,0,0,1.5118,0,0,0,0,0.0628,0,0,0,0.7564,0,0,0,0,0,0,0,0,0,0,0.1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6845,0,0,0,0,0,0,1.819,0,0,0,0,0,0.937,0,0,0,0,0,0.5668,0,0,0,0,0,1.0944,0,0,0,0,0,0,0,0,0,3.6512,0,0,0,0,0,0,0,0
"SBS28",0,2.6872,4.1193,1.8572,0,0,0,4.5824,0,0,0,0,0.7616,0,0,0,0.5231,0,4.7778,0,6.1547,0.4604,5.5517,0,0,0.1971,0,0,1.177,0,0.1005,1.2888,0.8718,5.3618,0,1.5037,0.3632,0,2.4738,2.37,0,2.4549,4.0957,0,0,4.9936,0.5478,0,1.4919,0,0,3.0376,0,0.8686,4.3766,0,0,0,0,0,0,3.7532,0,0,3.0828,0.5929,0,5.2803,0,0.7665,4.0487,0.9101,0,2.8885,1.2883,0,0,1.4422,5.0743,1.0758,3.1861,2.3292,0,0.0121,1.0186,0,4.5255,0.5032,0,0.9383,0,0,0,2.5739,0,0.8892,0,0,0,0.7267
"SBS29",3.4603,0,0,0,0,0,0,4.4334,0,0,0,0,0.0452,0,0,0,0,7.3228,0,0,0,0,0,0,6.3788,0,2.9659,3.2957,0,0,0,0.7232,0,0,0,0,0,0,0,0,0,0,0,0,3.9335,0,0,0,0,0,4.4659,0,0,0,0,0,0,0,0,0,0,1.6795,0,2.2623,0,0,0,0.5585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2935,0,0,0,0,11.3397,0,0,0,0,0,0,0,4.3863,0,0
"SBS30",0,6.0977,0,0,0,0,0,3.552,0,16.1315,0,3.8677,0,0,0,0,1.0041,4.3845,11.9818,0,0,4.8551,0,0,0,0,0,0,1.6862,0,12.6768,0,0,0,7.2815,0,1.5972,0,7.2069,0,7.7295,6.3179,14.6619,0,0,8.9164,8.5256,3.7487,0,0,11.441,3.514,0,10.5321,0,0,3.5889,9.6126,0,0,0.0369,0,0,0,2.7193,0,0,0,0,0,5.2637,1.233,1.4891,4.4011,0,0,6.2997,0,4.0159,0,8.0045,0,0,0,0,13.1519,0,0,1.4309,0,0,1.9398,5.549,0,0,8.5939,0,0,0.1808,0
"SBS31",0,2.6391,0,0,3.6159,0,0,2.505,0,1.3375,0,0,0,0,0,4.2486,0,0,0,0,0,4.5873,0,4.4612,0,1.2115,0,0,0,0,0,0,0,9.8084,0,0,0,0,0,0,2.6042,0,0,0.1985,0,0,0,0,9.3584,0,1.8059,11.3087,0,0,0.7019,0,0,0,0,0,0,0,0,1.7002,0,0,0,4.7197,0,0,0,0,0,0.5475,0,0,0.0187,0,2.1628,0,0,0,7.4192,0,0,0,0,5.267,0.6727,0,0,0,0,0,0,0,0,0,0,2.8691
"SBS32",0,0.5002,0.571,0,0,0,11.545,4.7311,0,7.2807,0,6.5444,0,0,0,0,0,5.7404,1.2925,4.2751,2.9679,4.3828,0,0,3.5646,2.5882,5.9411,0,4.1259,2.4259,3.9945,0,13.4103,0,1.3904,6.4866,0,0,0,0,0,0.652,0.2315,1.1281,2.348,6.5186,7.6831,3.7812,3.2113,12.483,9.5584,7.8227,0,1.0537,5.4499,7.5758,0,0,0,3.458,8.288,2.8363,3.2421,7.4869,6.9609,0,0,13.6889,0,5.8719,0,0,2.1829,0,0,6.7016,3.8807,0,0.445,0,4.4692,1.9842,0,9.8385,0,0,0,3.6188,6.8129,0,0,0,0,0,0,0,1.343,5.3704,11.8701,0
"SBS33",0,0,0,0,0.1576,0,0.5572,0,0.7129,0,0,0.9166,0.6077,0,2.0353,0,0,0,0,1.55,0.6562,0,0,0,0,0,0,0,0.279,5.1988,0,0,0.1396,0,1.5952,0,0,0,0,0,0,1.5608,5.404,24.2663,1.5502,0,0,0.7432,0,7.8427,0,0,0,1.9566,0,0,0,0,0.128,0,0,0,0,2.5891,0,22.2933,0,0,0.4043,0,0,0.9034,2.7378,1.248,0.7206,0,0,2.3902,2.661,0,0,0,0.017,0,3.3753,0,0,6.6109,0,8.8746,0,0.3595,0,0,0,0,0,3.3195,0,0
"SBS34",0,0,0,1.0753,2.124,0.1211,0,0.9666,0,0,0.365,0,0,0,0,0.5727,0,0,0,0.9942,0.0346,0,0,0,5.1953,0,1.1644,0,0,0.3187,0,0,1.7755,0.2945,0,0,0,0,0.4051,0,0.3828,0,0,0,0,0,0,2.3207,1.6656,1.3935,0,0.1563,0,0,0,0,0,0,0,0,0,0,0.2289,0,0,0,2.0926,0,0,0,0.8711,2.4285,0,0.3247,0,0,0,0,1.0622,0,0,0,1.8814,2.4106,0,0,0,0,0,0,0,0,0,0,0.8271,0.64,0.8891,0,0,0
"SBS35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1588,0,0,9.2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2466,3.9449,2.0478,0,0,0,0,0,13.7791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3497,0,0,1.5332,7.2792,0
"SBS36",0,2.9914,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8558,0,0,3.064,0,0,0,0,0,0,1.8922,0,5.7085,0,0,0,0,0,0,1.8492,0,0,3.65,0,0,0,0,0,0,0,0,0,5.3005,0,1.8515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589,0,0,0,0,0,0,0,0,1.4784,0,5.9668
"SBS37",17.0052,6.9667,0,7.4409,0,0,11.4215,0,0,7.5671,0,5.3883,0.6936,0,2.8566,0.6989,0,0,11.6751,0,0,2.0194,5.8551,0,0,0,0,0,0,5.5122,0,0,2.1682,0,7.8563,0,0,0,7.3213,3.8855,0,0.2522,0,0,0,0,0,16.0179,4.4472,0,3.7939,0,0,0,0,0,8.8049,12.7162,7.652,0,0,6.4227,0,0,0.7829,0,12.0316,1.3708,15.2856,9.8563,0,0,0,0,0,5.8684,0,0,0,2.8017,0,4.9819,4.4807,0,0,0,6.1906,0,6.7659,0,0,8.8087,5.8935,0,0.1848,0,2.9753,0,0,0
"SBS38",0,0,0,0,0,0,0,1.4899,0,1.6553,0,0,0,0,0,0,1.8059,0,2.4502,4.3136,0,1.0839,0,6.4676,0,0,0,1.2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2504,0,0,0,0,0,0,0,0,1.3903,0,0,0,0,0,1.1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7548,0,0,0,3.8485,12.6162,0,0,0,0,0,0,0,0,0,0
"SBS39",0,21.8046,2.1898,10.7338,0.5838,10.5917,1.6662,0,3.1309,9.7119,0,19.2141,4.3997,1.2144,9.4714,0,30.4468,5.4637,2.2335,0,5.918,7.8147,22.0617,21.1144,22.5853,9.8258,3.5863,7.8039,0,0,3.6021,2.3495,0,8.3437,5.6957,5.2683,1.7661,0.2819,0.4561,46.3176,13.0417,12.334,0,3.8815,0.8166,8.966,0,18.9619,0,3.6205,0,12.9084,0,0,10.2439,17.2295,11.936,19.0697,12.2461,5.6848,0,5.0083,5.3302,11.326,0.9136,1.9424,2.8756,11.0881,7.3602,5.7969,17.3208,0.9301,0,10.0918,0,1.7136,0,0,8.0109,0,13.5068,8.9443,10.2547,11.7519,0,21.0271,5.2398,28.1929,0,8.7936,0,0,0,14.3602,8.9527,0,6.9617,8.5091,11.9848,0
"SBS40",14.7681,1.5962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1544,0,0,0,0,0,2.1682,0,0,38.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3138,0,0,0,0,0,3.8008,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8669,0,0,0,21.7062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6085,0,0,0,0,0,0,0,0,0,0,0,0
