"","S0","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99"
"SBS15",0,0,31.3709,0,0,1.4386,0,0,0,0.883,0,0,0,3.3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4546,0,0,0,0,0,0,5.1646,0,11.8387,13.4979,0,0,0,0,1.225,0,0,12.431,0,1.0744,7.1894,0,4.9577,0,0,15.0353,0,0,0,0,0,0,0,0,0,0,10.0639,0.0371,0,0,0.3344,0,7.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0099,4.2683,0,0,0,0,0,0,6.311,6.1578,0,8.2892,0
"SBS16",14.0445,11.6423,9.3482,6.1057,0,15.4832,10.924,5.4241,4.6556,11.843,4.9996,8.0041,9.7584,10.5775,2.7214,6.847,8.5507,20.1875,0,5.6761,0,4.4229,0,0.8637,3.6004,13.9533,1.9173,12.4713,21.3141,11.2991,0,4.5057,3.9753,3.3253,14.7365,9.8737,0,3.4158,2.1691,6.5376,3.6165,7.9848,6.502,6.0769,11.4946,0,5.728,4.0835,6.39,0,0.6537,8.6934,0,0,0,0,1.4748,22.2151,10.997,0,4.505,18.7651,0,3.1944,4.6578,0,0,17.2248,0,12.7735,13.6412,0.7793,2.8062,1.8304,11.3851,6.5117,6.6433,0,4.9102,6.031,3.1916,7.0711,0,12.9885,17.8651,4.2447,7.1876,0,8.1118,0,0,3.2213,0,0,3.0241,4.1212,9.5846,13.9183,5.1388,4.8806
"SBS17a",2.9913,1.6359,0,3.1077,0,2.8492,0,0,0,0,0,0,0,0,0,0,3.4146,0,3.795,2.4743,1.5911,0,0,0,1.9858,3.8355,6.9481,0,0.7714,0,0.8716,0,0,0,0,0,0,0,4.2274,0,0,0,0,0,0,0,0.7904,3.1229,3.0036,1.7009,0,0,0,0,0,0,0.7754,0,1.6125,2.7343,0,0,1.1208,4.0974,1.911,2.5024,0,1.7714,2.8576,0,0,1.961,0,0,0,0,0,0,0,0,0,2.4993,0,0,0,0,0,0,0,0,0,0.622,0,0,3.54,2.432,3.0405,0.7836,0,0
"SBS17b",3.5004,1.139,0,0,0,0.6515,0,2.5308,0,0,0,2.2037,0.9824,0.6759,0,0,0.7691,0,0.7971,0,0.9103,0,0,0,0,0,0,0,4.2312,0,1.5988,4.0193,0.3555,0.3702,2.5544,0,1.607,0,1.3718,1.0548,0,2.0685,0.5709,0,0,2.6009,0,0.5112,0,0.8037,0,0,0,0,2.3913,2.9009,0.985,0,0,0,0,1.1408,0,1.1074,0.9907,0.479,0,0,0,0,2.6044,2.0406,2.6219,0,1.1662,0,0,0,0,0.9183,0.5693,0,1.1066,1.1889,0,0,1.0602,2.6787,0.4968,0,1.027,0,0.8652,0,0,0,0.5852,2.0729,0,0
"SBS18",0,0,2.1211,0,0,5.3149,20.2244,20.5314,0,0,0,0,6.8704,9.3336,0,9.2145,0,11.6854,0.6192,0,0,18.9978,0,0,0,1.4877,0,0,19.7188,25.7219,3.1207,0,0,0,12.5406,0,0,28.9708,0,0,0,0,5.2877,0,11.5456,0,0,0.8707,0,0,24.0263,0,0,0,0,0,5.7776,0,0,0,28.4792,0,5.4001,0,0,0,5.5323,0,0,0,0,27.8174,0,0,0,0,20.8587,0,17.1655,0,0,0,0,0,0,0,1.7933,0,8.6716,0,0,0,0,0,0,0,1.0727,15.6541,0,4.8553
"SBS19",0,0,0,7.7319,2.7717,0,1.8588,0,0,0,0,0,0.0869,2.1717,0,0,4.0106,0,4.7771,0,0,1.4071,0,0,3.6949,5.6095,13.3052,0,3.1221,2.4322,0,0,1.0421,11.6595,0,0,6.6517,0,0,0,1.4926,1.4378,0,0,0,0,1.8961,1.781,1.3452,0.7036,0,0,1.7779,0,0,0,2.4626,0,0.7648,0,0,4.2751,0,0,2.588,0.0529,0,0,0.5009,0,6.6371,0,2.2807,0,0,2.3993,0.2192,0,2.2925,1.3238,0,0,0,1.9781,0,2.5212,0,0.8804,2.1457,0,0,0,2.4538,0,0,0,2.2573,0,0,0
"SBS20",0,0,0,0,0,0,0.2691,6.4694,0,0,0,0.689,0,0,0,0,6.6445,5.3233,0,0.7463,4.6842,0,10.5724,0.8823,0,0,0,0,6.5384,4.9047,0,0,4.2027,0,0,0,0,0,0,0,0,0,0,0,5.4973,0,0,0,0,0,0,0.1001,0,0,0,3.9896,0,0,1.7701,0,0,0,1.0102,3.6696,3.1165,2.8379,0.505,0,0,0,0,0,0.7239,0,1.387,0,0,0.5156,0,0,0,0,0,0,0,0,0.8971,0,0,0,0,8.7825,0,0.1102,0,0,0,0,0,0
"SBS21",0,0,0,0,0,0,0,1.5603,8.5082,0,0,0,0,0,0,0,0,2.0551,0,0,1.6478,0,0,0,0.2933,0.165,0,0,0,0,0,0,0,0,2.2084,7.1519,4.404,0,0,0.2198,0,0,5.4743,0,3.0223,0,0.6902,0,0.7479,0,0,1.2914,0.6444,0,0,0,0,0,0.2688,0.7252,1.6893,0,0,2.0208,0,5.0132,0,0,0.809,1.702,0,0,0,0,0,0,0,2.6551,5.5218,1.6226,0,0.7455,2.1316,4.6594,0.3946,0,0.9168,0,0,0,6.3412,0,0,0,0,0,0,1.7247,0,0
"SBS22",2.1281,0,0,4.2511,0,0,0,0,0.1302,1.6821,0,0,0,0.1827,0,0,0,6.5307,1.3413,0,1.7099,5.6676,3.3462,0,5.4467,0.2447,0,0,0,0,6.6041,7.8025,0,1.7154,0,1.2113,0,5.476,1.8967,1.8258,5.7116,0,0,2.852,3.4124,0,0,1.5918,0,4.2717,1.8209,0,2.5915,4.0865,1.9117,0.9275,0,0,7.5407,0,0,0.7433,0,0,0,0,0.8896,2.6326,3.1781,1.9691,0,0,0.7131,0.9756,0,0,0,0,4.1145,0,3.2175,0,0,0,0.4601,0,4.5754,2.5561,6.1009,0,3.3532,0.316,0,5.8044,0.9051,6.5262,0,7.5541,3.503,0
"SBS23",0,0,0,0,0,0.784,0,0,0,1.221,0,0,0,0,0,0,2.7495,0,0,0,1.3205,0,0,0,0,2.6297,0,0,0,0,0,0,0,0,0,0,0,0.1187,0,0,0,0,0,0,0,0,0,2.8584,2.3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9104,0,0,1.4092,0,0,1.8029,0,0,0,0.1784,0,0,2.0857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8825,3.7057,0,0,0,0,0
"SBS24",0,5.0563,0,0,0,4.9763,0,0,0,14.0807,0,0,0,0,0,0,0,0,0,0,0,1.9735,0,0,22.8695,0,0,0,0,0,0,0,6.4901,0,0,2.1676,6.5059,0,0,0.6108,14.2549,0,0.4881,0,0,0,0,0,8.0966,0,0,0,1.3888,0,0,1.4266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1239,11.214,11.8534,6.6818,0,1.4293,0,0,0,0,0,0.0888,0,0,0,0,0,0,0,0,0
"SBS25",0,0,0,0,0,0,0,5.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6476,0,12.0607,6.8804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7698,3.9498,0,0,9.2966,0,0,0,0,0,0,0,0,0,0,0,1.1717,0,0
"SBS26",0,0,0,0,0,0,7.7001,0,0,0,0,0,0,0,3.6977,0,0,0,0,0,0,0,0,0,1.8638,0,0,0,5.0117,0,8.6276,6.1621,0,0,0,0,0,9.7512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0002,0,0,0,0,0,0,0,0,3.7847,0,0,0,0
"SBS27",0,0,0,1.9602,0,0,0,0,0,0,1.6562,0,0,6.0233,0,0,0.6692,0,0,0,0,0,0,0,1.298,0,1.3299,0.8214,0,0,0,2.1556,0,0.2514,0.1023,0,0,0,0,0,0,0,0,0,0,0,8.632,0,0,6.5675,0.6039,0,0,0,5.3286,0,2.8389,0,0,0,0,0,0,0,0,0,0,0,0,0.9331,0,0,0,0,0,0,0,0,2.6103,0,1.6507,0,0,6.216,0,8.6142,0,1.2849,0.6195,0,0.1219,0,0,0,5.3397,0.8119,0,2.9961,0,6.0079
"SBS28",6.5584,1.6014,0,0.0271,0,3.0538,0,0,0,0,1.3238,3.5776,1.1703,0,0,2.3823,0,0.6511,2.8681,0,3.7515,1.8468,0,0,3.0503,0,6.3433,1.042,0,0.9004,1.976,0,4.4428,3.2299,0,0.0237,0,1.7558,0.4357,0,0,3.8341,0,0,2.4241,2.4006,0,2.5804,0,0,0.9959,0,1.3285,5.0021,0,0,3.1408,3.2064,0.3955,1.2892,0,0,0,2.9007,0,5.0732,0.7584,3.185,1.9679,0,0,1.3269,0,1.8921,0,0,3.4277,3.4904,0,1.6136,2.7895,0,0.5731,0.878,0,2.0032,0,0,0,0,0,3.3882,1.1425,0.5626,0,0,0,1.365,3.7528,0
"SBS29",0,0,0,0,0,3.3621,11.4561,4.9358,0,0,0.1731,0,0,2.8075,14.2962,0,0,7.0554,0.8592,0,0,0,0,0,0,17.1769,0,0,0,0,9.896,0,0,0,0,22.8606,1.415,0,0,0.3585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3732,0,5.8387,0,0,0,0,0,0,6.5654,0,0,0,0,0,0,0,0,0,0,0,7.2904,0,1.7684,0,0,0,0,0,0,0,0,11.3601,0,0,0.0811,0,6.5853,4.2108,0,0,4.355,0,0,0,0
"SBS30",6.6898,3.7187,0,0,0,4.7321,0,1.3854,0,4.7098,0,7.2837,0,0,3.448,5.5186,0,0,4.119,2.2882,0,5.9476,6.6359,1.7935,0,0,0,14.2958,0,0,1.4011,9.7239,0,0,0,9.2675,0,2.811,0,4.7548,0,0,7.0918,0,5.7703,0,0,0,0,0,7.861,0,0,0,0,1.0996,0,7.1349,0,0,0,8.8675,0,5.787,3.1808,0.9321,11.179,2.0934,0,0,0,0,0,0,0.0879,0,0.7048,6.2219,2.7398,4.085,0,4.9292,0,0,8.6167,9.0249,5.1544,6.8131,0,7.4862,2.5365,5.8537,0,0,1.3355,0,0,0,0,0
"SBS31",2.6464,0,1.0337,0.9935,19.2899,3.6259,11.6918,0,0,0,0,0,0,6.3065,12.706,0,5.4393,0,0,0,0,1.114,0,7.8546,0,0,0,0,0,0,0,0,0,3.9873,3.2515,0,0,0,0,0,0,0,5.945,0,0,0,0.8566,0,0,7.7773,0,0,0,0,0,18.7717,10.0881,0,0,0,0,0,0,3.2616,0,3.7216,0,3.3154,0.5979,0,0,0,0,0,0,0,0,0.0478,1.0947,0,0,0,0,2.9091,0,0,6.3539,0,0,0,4.4709,0,0,10.4926,0,0,8.2561,0,1.8271,2.8225
"SBS32",0,0,3.2867,1.9524,2.6453,0,0,3.405,0,4.9214,4.2156,0,0,8.2207,0,0,0,0,3.6977,0.6185,0,9.0704,0,6.0061,3.631,0,0,1.8324,0,0,0,3.2486,0,0,11.3959,0,3.863,0,0,0,1.9856,5.0213,1.9168,0,1.2919,7.4109,0,15.3143,0,2.8706,0,0,5.1994,11.3229,0,0,0,4.9373,6.3692,0,0,0,0,0,5.2436,0,0.447,0,8.9158,12.6534,0,6.2488,2.5817,0,0,0,0,0,4.2651,0,0,0.176,14.0309,0,0,0,2.8329,10.7448,0,0,0,8.1827,3.2224,0,0,13.3649,0,3.132,0,7.0239
"SBS33",6.4899,0,0,0,0,0,0,1.4694,0,0,3.2236,0,2.7129,0,0,0,0,0.7169,0,6.1683,0,0,0,0,0,0,3.5145,7.7078,0,0,0,0,0,0,0.2969,0,0,0.9165,0,0,0,2.2644,0,30.7084,1.9241,0,6.0761,2.127,0,0,0,0,0,0,0,0,0,0,0.8424,1.3254,4.479,0,0,0,0,16.957,0,0,0,0.6914,0,0,0,2.2819,0,2.2193,0,0,0,0,0,1.069,0,3.3212,1.9827,4.9006,0,0,1.1385,0.9209,0,0,0,2.3714,0,0.4249,0.5065,0,0,0
"SBS34",0,3.6752,3.0054,2.7579,0,0,0,0.0054,0.4078,3.6524,0,0,0.5183,1.6571,0,0,1.1395,0,1.9041,0,0,0,0.7125,0,0,0.9316,0,0.9547,1.8868,0.0301,0,0,3.6136,0,0,0,0,0,0,0,0,0,0,1.0156,0.1783,0,0,0,1.2561,7.0186,0,0.1426,0,0,0.5088,0.1376,0,0,0,1.3158,11.5055,5.7447,0,0,1.4076,2.9846,0,0.4557,0,3.9916,2.8426,2.6134,0,0,0,0,0,7.3234,0.1098,0,2.1679,2.9172,2.737,1.8378,0.393,0.4396,2.3732,0,1.784,0,0.6766,3.192,0.3263,0.6982,7.4057,0,0,0,0,2.0255
"SBS35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4157,0,0,0,0,0,0,0,0,0.4849,0,0,0,0,0,0,0,0,0,0,0.2883,0.8118,0,0,0,0,0,0,7.6188,0,0,0,0,0,0,0,0.0626,0,0,3.7648,0,0,0,0,2.9835,0
"SBS36",2.1998,0,0,0,11.4294,0,0,0,0.9407,0,0,0.3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0747,18.1945,0,0,0,0.8965,0,5.0507,0,1.4834,22.8382,0,0,0,0,0,0,0,0,0,0,0,1.604,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3867,0,0,0,0,29.7985,2.11,0,0,0,0,4.0731,0,0,0,0,6.7654,0,0,0,0,0,0,0,0,0,1.9881,0,0,1.4596,0,0,0,3.0814,3.9712,0,0,0.41
"SBS37",0,0,0,0,0,0,0,0,0,0,0,0,0,3.9301,5.5232,0,5.1775,0,0,0,0,0,3.3432,0,0,1.494,4.6747,0,0,0,1.4593,0,0,0,0,0,0,0.3496,0,5.0943,8.2537,3.0497,0,0,0,0,0,8.9677,0,0,4.7056,4.2811,0,0,0,0,0.2911,0,2.7326,0,0,0,2.44,0,0,2.493,19.5101,3.951,0,3.9055,0,6.9491,0,6.3672,0,0,4.1637,0,0,0,5.2452,10.0473,0,0,0,3.426,1.5784,19.482,0,0,7.3413,0,0,0,0,0,0,0,15.9754,5.427
"SBS38",0,0,0,0,0,1.2761,0,0,3.0554,0,0,0,0,0,0,0,0,9e-04,0,0,0,0,0,0,9.7134,7.0749,0,0,0,0.6766,0,0,0,0,0,0,0,0,0,2.7562,0,10.3152,0,0,0,0,0,0,0.1475,0,0,0.5736,0,0,0,0,0,0,3.5822,4.6674,0,0,0,4.6407,0,0,4.5287,0,1.4552,0,0,2.8087,0,0,0,0,0.7741,2.0477,0,0,0,3.3996,0,0,0,0,0,0,0,0,0,0,4.5644,0,0,0,0,4.0353,0,0
