"","S0","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99"
"SBS8",0,28.1721,0,65.5008,0,0,0,0,0,0,29.1659,91.7411,50.2457,0,0,0,0,22.0419,0,0,0,0,0,0.9934,96.0616,107.7493,32.2466,0,0,0,0,0,0,0,0,0,37.1934,0,3.4714,0,0,0,46.7446,3.849,139.1733,84.5095,0,0,76.9423,0,40.3533,0,0,0,0,0,13.9198,0,79.5866,23.0743,0,33.7981,22.1563,12.9045,0,18.0825,0,0,0,0.1634,0,4.6027,13.1965,17.3095,0,30.1762,0,0,0,0,0,0,104.1372,0,0,0,0,37.16,0,71.1516,31.4586,14.0784,0,17.4048,0,3.1185,0,0,0,0
"SBS9",0,0,0,23.4463,0,27.9467,0,0,0,0,0,0,4.0638,10.2419,0,0,0,0,0,0,0,0,24.7159,0,0,0,0,0,0,2.5099,0,0,0,4.1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5911,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS10a",2.1431,0,0,0,14.8443,8.1739,0,10.9133,0,0,0,0,0,0,0,0,0,0,0,2.2713,0,6.8847,16.5236,0,2.8304,11.4128,8.9249,0.85,0,0,23.4425,0,0,0,3.1879,22.6127,0,21.608,0,0,0,12.6301,6.0842,17.0034,11.2018,0,0,0,0,0,9.0479,1.6491,0,0,14.279,0,28.9219,0,0,0,4.8743,18.8407,0,26.262,10.4096,0,0,0,0,3.4134,0,3.9141,0,0,0,0,0,7.2253,0,0,0,1.1953,0,0,0,0,0,0,4.8576,2.5304,1.1459,30.3691,12.5175,0,0,1.7262,0,0,20.6686,6.979
"SBS10b",0,41.9692,0,0,13.2023,0.5412,8.3476,3.3807,25.9244,0,0,0,0,0,12.1117,0,28.362,0.4636,0,19.8185,0,10.5277,0,12.5746,0,0,0,15.4852,0,0,24.25,7.1928,3.2929,0,2.5547,5.5699,0,0,0,0,12.9731,38.0483,5.3747,52.9813,28.877,16.7866,0,0,10.479,0,0,25.7657,0,9.7679,0,4.6901,0,19.6196,0,0,0,0,10.8318,8.738,5.8774,33.3016,0,37.2276,14.5288,0,0,0,0,0,28.0709,16.1538,0,22.4534,17.1592,35.5496,9.7003,0,0,0,9.1725,0,15.5825,0,0,0.5768,0,0,0,0,15.392,13.3182,37.958,13.5791,0,0
"SBS11",0,0,0,0,0,0,0,0,15.7508,0,0,0,0,0,0,0,0,0,0,0,9.9941,5.515,0,0,0,0,0,0,0,0,0,2.9677,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3643,0,0,0,0,0,0,0,0,0,6.5171,0,22.432,0,0,0,0,0,0,0,0,0,26.846,0,47.4374,0,0,0,0,0,0,0,20.2414,0,14.5283,65.9612,0,0,0,0,0,3.479,0,0,0,45.7519,21.2364,0,0,0,0,48.2199,0,0,0
"SBS12",41.9482,0,8.8288,35.5902,46.337,21.0349,6.7939,39.538,36.3152,0,0,26.2246,79.2936,0.7168,8.7817,24.2573,0,0,71.4664,26.2045,50.3851,41.5293,44.8499,31.0935,0,0,0,21.6283,40.623,44.9312,0,0,21.2324,0,75.31,72.5451,47.4041,96.6219,0,0,0,117.0047,83.4209,0,49.4655,0,31.7767,0,19.0387,0,0,0,11.928,132.6754,0,44.3952,60.5807,15.961,70.796,0,22.9854,0,0,0,0,0,0,0,78.9717,43.4845,0,0,10.54,58.4135,0,4.9074,24.9973,14.7905,0,8.2767,0,35.8843,70.3295,19.7231,57.8366,0,108.8309,37.7323,35.2515,0,55.2974,0,46.3728,77.882,0,17.1072,34.2577,0,34.2991,81.297
"SBS13",3.9472,166.1483,89.1169,301.8082,138.3808,285.1663,102.0335,81.068,814.5935,131.3913,891.1544,382.6815,328.1236,50.6491,94.8302,59.0143,169.9389,41.75,69.0053,756.0371,269.3099,143.0104,312.2581,78.5436,63.1825,20.5429,61.5207,97.9947,233.7646,62.9697,8.4519,264.9505,431.2999,219.5928,74.465,50.5896,110.4131,119.5028,303.3925,108.4849,87.4914,77.2117,92.4375,309.1722,83.2866,310.7503,101.1391,131.0658,86.9895,226.215,264.9053,76.7265,500.6103,94.108,0,74.1962,48.6742,63.2268,555.9579,893.5989,176.4493,67.6518,469.6045,76.0491,208.2427,322.9184,331.5863,87.6243,0,91.1292,107.3705,123.6864,76.5626,297.7429,502.3257,358.2985,101.8719,805.1677,41.9677,621.9278,317.7978,326.5586,109.7944,143.0629,67.5536,485.3333,322.1254,53.7665,223.39,56.5966,159.7163,345.7897,265.6512,238.8506,487.4655,228.3617,290.8284,94.5736,79.1116,174.0743
"SBS14",19.174,0,0,0,0,10.2644,0,0,0,0,0,0,0,0,61.6403,0,23.9659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2342,0,0,0,0,0,0,0,0,0,0,0,0,30.2889,0,0,0,10.0658,0,0,0,0,0,0,0,18.2346,0,5.2946,0,0,0,0,0,0,0,0,1.3472,0,0,0,0,0,0,0,0,0,7.0277,0,3.96,0
"SBS15",0,0,1.6477,9.7708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2437,0,0,0,0,0,23.7404,0,0,0,18.6689,0,0,0,31.0915,0,0,0,0,0,11.9099,0,0,0,12.6594,3.0585,14.6142,0,0,0,20.3818,0,24.1496,0,35.8629,0,66.1363,0,0,0,45.0743,72.792,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4452,19.8452,0,0,0,0,0,0,12.9546,0,0,0,0,0,0,57.3998,0,0,0,0,17.6927,0,0,16.0168,0
"SBS16",40.6767,15.554,4.1006,46.8594,23.8318,31.4295,119.5874,82.6455,39.8104,80.4353,21.6594,68.2885,41.5347,0,47.1066,0,5.8597,22.0261,155.9835,10.0107,30.4932,103.8839,17.2051,22.4207,0,54.1026,164.2877,37.7188,70.024,58.8974,0,0,1.2546,72.0254,52.1693,57.5121,20.0911,54.4118,65.8517,264.6071,38.1233,82.8651,20.0159,10.7944,110.6511,44.5697,66.4727,0,214.0859,51.9322,2.9016,35.6044,64.9425,102.4149,30.4498,4.2544,63.0439,70.0035,66.7535,34.9822,12.2025,85.5153,45.0452,38.6042,93.1517,68.782,0,62.124,0,98.2304,31.587,41.0641,245.6807,118.0908,91.7848,71.0235,48.1235,25.3413,101.422,7.455,51.4222,34.1738,198.3557,82.8758,34.1959,34.1406,29.2431,79.6559,37.4905,25.2962,30.5962,88.8856,51.3137,24.976,92.3047,27.9055,30.6272,50.5102,63.9363,68.5424
"SBS17a",0,0,0,0,0,0,1.0424,0,0,23.3588,0,0,0,0,0,1.4902,12.161,0,0,0.1862,0,4.2328,15.5547,0,12.0636,0.9293,2.9428,12.5064,0.0144,0,0,3.0597,0,6.4565,0,0,0,0,0,0,0,0,9.6722,0,0,0,13.5537,0,0.067,8.2156,19.0635,0,6.8607,0,25.8172,11.853,0,7.1148,8.94,9.8281,0,0,0,0,12.0212,0,6.1876,20.6381,0,1.408,14.4764,1.8221,6.1355,0,0,0.0116,0,0,0,0,5.0031,0,7.7665,0,3.4839,0,0.7304,3.6833,4.274,0,0,4.0675,0,0,9.3901,0,3.2761,0,10.9702,0
"SBS17b",50.2962,16.68,0.5991,5.3342,3.3068,6.8764,8.0919,5.2076,6.0712,0,1.1559,13.1478,10.2757,2.5149,5.0054,1.451,25.8088,0,6.7031,0.8143,5.2772,0,3.8424,6.6977,2.785,50.8101,4.3308,0,4.5882,6.4906,53.8909,0,2.3409,7.3849,17.1159,0,0,5.3774,0,11.6334,0,3.6987,0,0.7416,7.4952,6.0603,2.8127,10.7168,0,0,0,0,5.7339,4.5374,49.305,2.9952,0,3.0815,7.162,3.1999,8.4718,1.8488,0.432,1.8627,2.8636,2.5562,4.319,0,34.0327,2.3932,8.0479,6.3678,7.319,4.2575,6.3161,11.1827,4.5349,3.2534,0,5.1798,0,0,7.3154,3.6391,3.0724,1.8984,0,13.9781,9.1024,6.016,0,0,0,11.6308,0,3.8068,0,0,0.2064,4.3605
"SBS18",241.0227,131.1359,0,0,604.8992,30.3563,827.422,0,0,299.8689,0,0,303.2928,425.2222,0,424.3764,0,334.3408,0,0,0,346.7808,0,0,0,250.6051,0,416.5531,333.9229,526.0591,181.8134,0,14.5179,0,416.8106,501.2124,667.9727,481.0354,0,26.6806,14.1893,280.5785,0,0,0.7159,0,0,77.8034,0,308.1154,267.4002,0,0,0,282.3277,0,0,0,0,0,450.1553,0,0,0,0,0,0,407.6709,176.8112,35.9222,0,570.7522,0,0,0,258.6688,647.0729,0,520.3069,0,85.1991,0,0,0,468.2699,0,352.3615,178.9543,303.6686,0,0,195.1529,0,17.3606,2.0319,289.0111,0,592.1059,0,330.5166
"SBS19",50.6051,0,0,6.5291,13.6779,0,29.388,11.1154,15.9883,0,30.1353,0,0,22.9898,37.6193,0,0,13.3414,14.9545,0,0.3626,0,0,0,25.3241,0,0,0,2.8067,0,8.5953,18.3225,5.3476,0,0,26.9191,24.9764,9.1104,29.196,56.0373,28.4895,38.8212,0,3.3895,37.8093,15.6903,0,0,0,17.6323,0,21.9227,0,18.046,0,12.143,52.0469,0,0,6.0436,0,40.5816,24.0335,6.6715,0,0,0,0,9.2559,0,0,1.285,23.5261,0,6.4824,0,0,0,3.806,0,0,0,0,29.5633,0,11.9373,11.8138,9.6149,27.4916,0,35.0079,0,0,19.0183,0,8.7224,0,25.4567,0,0
"SBS20",0,0,0,7.5604,0,0,0,0.3927,0,0,0,0,6.69,0,16.3182,23.2422,0,8.8508,0,0,0,0,4.3936,0,0,0,0,0,0,0,0,0,23.8976,0,0,0,0,0,0,0,8.177,0,0,0,0,8.6503,0,0,22.2964,0,0,0,6.7171,0,0,52.5433,0,0,0,0,6.8858,0,0,0,0,0,5.4821,0,0,0,0,0,0,0,0,0,8.4111,0,0,5.7364,9.7559,0,14.5446,0,0,0,0,23.5801,0,0,0,0,0,0,0,1.0173,24.9059,0,0,0
"SBS21",1.5716,0,0,0,0,2.5658,0,6.3601,0,35.066,0,0,0,20.3522,0,0,0,0,0,6.3557,5.6277,1.1019,0,0,6.2141,0,0,0,0,0,0.2347,36.7959,3.6251,0,0,0,0,0,0.2,0,0,0,0,2.7943,0,0,0,0,0,0,0,0,0,0.1196,0,4.7573,0,0,1.4238,15.2444,23.7206,0,21.0427,0,0,40.5003,0,22.7942,0,0,0,31.8353,9.2503,0,0,12.7537,0,0,0,0,3.5059,0.6041,0,0,8.5222,9.9923,0,0,0,0,3.2153,0,0,0,0,0,0,0,0,0
"SBS22",0,0,0,0,0,0.5676,8.8811,0,0,0,0,0,2.1605,0,0,3.3352,0,0,0,8.6134,0,1.0999,0,0,0,0,0,0,0,0,0,18.0072,0,10.824,3.8494,0,0,0,0,13.6902,17.1647,0,0,1.4271,0,0,9.6896,2.7921,5.4282,0,0,0,0,0,2.3106,1.1109,0,0,8.2139,5.7846,0,0,0,0,0,10.1655,1.9194,31.6147,21.4595,16.5548,0,0.6903,9.4852,0,0,5.5088,11.7397,0,0,0,0,15.2225,30.8607,0.7447,0,0,0,16.1066,0,5.7344,3.7453,0,0,0,0,0,13.3163,0,0,8.1996
"SBS23",0,0,0,5.114,0,0,12.3504,16.1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4396,0,0,0,0,0,4.2343,11.1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1841,0,0,0,15.0611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5798,0,0,0,0,0,0,0,0,1.0874,0,0,0,0,11.5308,0
"SBS24",0,0,0,0,22.1158,8.4477,0,0,0,0,0,0,0,57.2572,62.5595,0,0,0,22.606,0,0,0,0,27.5518,0,8.415,0,0,0,0,0,0,7.371,0,48.6922,6.4957,0,0,0,0.5508,0,0,0,0,0,18.2269,17.1678,6.2957,48.3327,56.1158,0,0,16.8737,8.8651,54.5775,0,0,11.4487,0,0,1.272,0,0,0,0,0,0,0,8.3451,11.7477,1.8596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0771,0,11.5552,0,0,0,15.5632,36.068,25.1357,0
"SBS25",34.7891,0,0,0,0,0,0,0,0,0,13.9426,0,0,19.7702,106.1126,0,0,0,0,0,0,26.0299,0,0,0,0,0,0,0,0,37.025,0,0,0,0,0,0,4.7888,0,0,98.2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.3434,0,0,0,0,0,0,37.6587,0,15.9641,0,0,0,0,0,0,0,0,25.5858,0,0,0,0,0,0,0,0,26.7738,0,0,0,0,0,33.5238,0,0,0,0,15.7267,0,51.4823,0,25.1449,0,0
"SBS26",0,0,0,0,0,0,137.3225,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9122,0,0,0,0,0,0,0,17.5813,0,0,0,0,11.0956,0,0,0,0,0,0,0,0,0,0,74.7371,0,0,0,0,0,0,0,0,0,0,0,0,15.1372,0,0,0,62.9719,9.2143,0,2.2807,12.3037,0,33.1924,0,0,0,0,0,0,0,69.9388,0,0,0,0,18.0124,0,0,0,0,0,0,0,0,73.919,0,0,0,0,68.144,0,32.4206,0,0,0
"SBS27",0,0,0,0,2.0464,0,0,0,0,0,0,0,0,0,0,0,0,1.8856,0,0,0,2.0665,0,0,0,0,0,0,0,2.3957,0,0,3.9127,0,0,6.9056,0,4.8461,2.7045,0,0,0,0,0,14.5863,0,0,0,2.0992,0,0,0,0,0,0,0,0,0,0,2.6994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9286,0,0,0.8167,0,3.2891,0,0,0,0,0,1.1878,0,0,4.6467,0,0
"SBS28",21.902,36.8409,6.6413,5.3876,0,4.358,2.626,0,0,11.1984,2.8142,14.8903,0,4.852,0,0,4.0039,9.9876,0,0,22.3607,0,13.9574,12.2865,9.9529,19.031,0,0,0,2.758,3.9143,0,1.3336,29.5838,0,0,22.3952,2.4716,16.5252,0,0,2.2236,0,0,14.0074,12.7088,7.9161,0,7.1055,11.1685,0,4.531,0,0,9.6555,1.3027,19.8613,3.8658,13.5085,2.0693,0,7.5071,0,13.5152,17.9869,0,16.348,0,4.4831,3.4921,17.8809,0,11.724,23.9034,0,0.4372,6.2998,0,3.7874,0,1.493,0.1287,14.2814,7.4895,0,2.4768,4.0562,0,0,0,0,0,11.7264,0,0,0,0,10.1061,19.6051,0
"SBS29",17.0852,0,12.9022,8.1991,0,0,0,0,0,0,15.0611,12.3488,11.0598,30.1418,0,0,0,0,0,0,0,0,38.0186,0,0,9.1065,0,0,9.098,0,32.9275,0,1.155,0,3.414,0,0,42.9385,0,0.9074,81.6878,69.4501,32.6145,0,105.3127,0,24.9606,16.6501,0,3.0762,0.7455,0,30.884,0,0,0,0,18.4066,0,0,57.9431,0,5.2905,0,0,0,15.5956,83.2965,7.514,0,28.4591,0,0,0,0,6.0253,40.6415,0,0,3.9478,50.1448,0,65.6931,0,33.6963,0,37.6584,43.1315,44.6236,0,18.4214,66.0269,0,0,3.9446,0,2.3129,0,34.6856,87.5834
"SBS30",32.9427,43.1887,55.3989,0,23.3695,64.4544,19.5553,46.2929,0,3.2351,0,0,42.3511,6.5148,40.3946,12.5916,0,58.8075,0,5.0075,0,27.6179,100.8188,13.3992,0,134.7775,6.9849,0,30.8456,54.344,0,0,0,45.5596,40.5232,26.3818,0,86.7446,56.2679,14.3674,18.2254,0,38.6161,0,140.7985,0,64.0498,55.1276,79.9524,0,15.1611,3.832,78.8283,35.8953,2.0022,36.3769,24.1358,64.4756,26.7055,5.0533,72.9107,34.1091,0,0,35.2381,42.6719,2.3336,43.702,0,0,45.4676,14.3279,63.1906,94.1691,2.4544,127.5628,41.821,0,0,0,0.7692,14.8798,102.3837,19.3645,0,0,63.2002,74.3576,27.5764,0,0,17.8322,0,35.179,8.3298,11.3766,0,4.9501,58.5393,54.0308
"SBS31",22.392,12.6495,18.5518,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4913,0,7.1329,0,10.9238,0,42.73,0,0,0,6.7306,0,0,28.7068,47.3255,0,0,0,0,0,0,15.5544,0,0,0,0,0,0,0,0,0,0,0,24.2929,0,0,17.3181,0,0,1.5564,0,0,0,0,19.0835,0,0,42.8518,1.0863,9.1803,11.8774,17.8918,8.6205,0,0,28.2227,0,0,19.5908,0,0,0,39.7165,0,0,2.3474,0,0,0,0,0,0,0,0,0,0,0,48.1991,48.7768,0,0,0,18.4116,0
"SBS32",0,0,0,38.4162,0,16.9831,80.5979,31.7999,63.7965,0,0,48.6191,0,15.0976,0,24.9187,0,0,71.7068,28.2365,83.2705,34.0779,0,45.041,0,37.5894,9.1151,0,10.2117,6.0755,85.335,62.346,0,99.5243,48.2575,37.8995,47.4115,21.0385,36.026,0,0,39.3228,0,50.3043,50.4495,0,0.3125,18.2682,0,24.6682,14.4727,63.4509,6.0697,62.2965,46.7465,28.2279,0,0,20.8464,0,0,25.2641,15.5537,10.3822,28.4792,12.4424,5.3439,0,61.8068,0,4.4765,25.9371,0,21.5885,18.0462,31.8521,27.0704,3.6263,0,6.2484,18.927,17.1554,73.4704,93.3879,0,48.9141,21.6503,81.4243,0,106.7693,0,18.0774,25.192,0,33.6568,9.4309,0,26.0529,16.1888,0
"SBS33",12.2258,0,0,0,0,2.3712,0,0,0,0,0,21.4561,0,0,4.0926,15.9616,0,0,0,5.2547,0,0,0,0,6.3898,4.1852,0,0,0,0,0,0,10.3366,0,0,13.1257,12.2202,0,4.3025,17.424,12.3919,0,0,484.9248,0,0,0,0,18.8926,6.2134,7.5797,4.5941,0,0,0,0,0,4.2856,22.7245,10.5579,0,0,0,0,5.5351,536.9694,7.8716,0,0,0,0,0,2.131,0,0,9.3256,7.2465,0.345,0,5.596,0.3324,3.3386,6.8499,0,7.6433,0,0,4.8607,0,0,5.7127,15.7392,0,0,0,18.2362,0,5.8661,14.1606,6.7485
"SBS34",0,0,0,0,0,7.3752,0,0,2.6622,0,0,0,4.0609,0,0,6.8317,5.6006,0,12.0813,0,1.2438,0,0,0,0,0,0,0,0,4.5351,0,0,0,0,0,0,15.5967,0.2648,0,1.1579,2.1162,0,4.065,0,0,8.6444,0,0,0,1.9745,0,0,0,0,0,0,7.6178,0,0,0,0,0.3031,4.3436,6.2849,0,0,1.2417,4.9864,10.6251,0,0,4.4084,0,1.9774,0,0,9.3953,0,0,0,4.7996,0,0,0,0,0,1.9169,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.335,0,22.6524,0,0,3.3338,0,0,0,0,0,0,0,0,0,0,0,0.6689,0,0,0,0,0,8.7411,0,0,0,0,0,0,0,0.8368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
