"","S0","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99"
"SBS8",36.6665,0,136.5069,120.3063,0,0,0,50.8575,79.1632,73.0254,83.4965,68.1425,0,0,0,122.6246,67.8943,89.8507,0,0,42.962,0,0,53.3156,55.7013,0,0,51.1726,49.855,50.6428,66.075,71.4923,98.337,85.9785,50.2774,78.1625,124.5965,0,70.4807,79.4736,102.8102,47.9906,0,88.8348,0,122.848,0,112.1101,0,0,0,0,94.7669,54.301,106.0964,0,117.4827,158.9741,0,0,0,0,48.0222,118.1797,143.462,73.4309,103.71,65.2667,0,0,46.0411,71.4979,0,51.4794,0,43.3856,0,119.5981,0,80.2187,146.6869,101.094,0,107.7928,0,0,41.9696,89.4347,0,0,87.0736,102.6899,71.8539,101.1889,0,70.5136,134.6598,142.2064,71.9032,0
"SBS9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS10a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS10b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.6082,0,50.0942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.634,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS12",87.1956,118.6804,0,108.8919,0,0,0,0,86.1498,92.1011,0,0,0,141.2327,0,72.2886,110.015,78.5406,52.9487,0,147.5858,69.7125,0,66.6658,51.3162,0,90.4653,0,82.5096,0,0,0,160.6198,40.0491,80.5774,88.2546,102.7238,121.4288,90.4669,77.8536,60.7432,0,73.1565,109.6781,0,0,0,69.7994,0,0,74.1709,0,45.4092,165.6547,104.9166,0,50.8424,0,112.798,76.2672,54.877,0,46.0621,138.3705,63.5658,0,145.7531,127.7599,0,0,104.8439,68.9579,0,55.9163,0,78.9747,82.0925,127.7289,0,0,80.4238,73.2007,0,119.4399,0,90.0645,115.3185,88.809,89.0356,0,121.0284,104.7936,124.2977,25.1713,132.7046,0,0,0,0,79.7969
"SBS13",64.6823,55.6625,55.9461,76.552,60.6077,51.4547,73.5762,52.3931,47.2935,51.7261,74.5174,82.9075,58.8482,53.7781,46.5857,67.4959,47.5355,96.4185,54.438,62.0342,49.2058,66.8739,63.1056,52.1007,78.117,61.3688,42.9789,62.5068,71.0919,48.4814,58.0613,61.569,47.5521,70.3372,58.0477,48.6956,81.2185,69.3905,82.8607,62.1161,65.3208,54.1141,55.2845,54.7994,74.8636,80.8147,61.2769,70.8512,51.5709,45.8943,45.289,59.9398,50.459,30.5689,60.2529,59.0357,50.7478,71.6807,47.4992,53.7997,52.6103,57.7099,93.1912,82.0997,58.881,63.8994,64.2568,62.3026,51.975,57.1109,58.0419,73.9151,45.6089,59.4875,68.4291,56.1731,71.0919,68.6185,41.882,49.4794,58.0077,68.6001,63.7737,71.643,58.4064,61.3749,48.5401,81.6102,58.2249,57.6305,64.0132,60.584,69.9362,37.4745,51.6758,37.1513,48.9134,68.8432,51.8581,69.0292
"SBS14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9431,0,0,0,0,0,0,0,0,0,0,0,40.4587,0,0,0,0,0,0,0,0,0,0,0,0,60.8293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.7212,0,0,31.8116,0,0,0,0,0,0,0,62.0211,0,0,0,0,0
"SBS16",111.761,98.1824,71.2922,88.5658,0,0,0,56.6345,93.8619,50.811,81.8786,52.6524,0,120.2054,0,117.0025,154.0555,63.1048,88.3394,0,107.7159,51.9423,0,0,102.2181,67.5231,0,93.0789,88.1496,50.4784,72.93,45.7429,75.6308,61.9576,150.802,87.6121,130.1587,0,48.4699,117.277,75.8717,119.4389,0,55.4291,63.5888,73.2811,44.1673,101.4205,53.0693,70.1961,0,32.9634,52.2238,144.0387,56.8581,59.3277,96.2046,86.0209,85.5364,59.19,0,0,0,54.9171,0,0,103.1446,60.7782,73.3886,117.335,82.0756,75.5354,62.4129,57.6879,0,101.6656,84.9606,65.9192,145.6288,49.0297,79.8665,80.4595,0,61.5809,121.4414,88.3445,116.6215,56.8714,57.9185,48.6078,98.1091,0,56.6524,75.798,58.7165,0,87.0957,64.9064,0,53.2324
"SBS17a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS17b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS18",0,0,84.684,0,0,0,0,0,0,0,0,0,57.9689,0,0,0,0,0,0,0,0,0,0,42.3269,0,0,0,0,0,0,0,0,0,0,0,70.5968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.8693,0,54.1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.4441,0,0,0,0,104.509,0,0,81.037,69.3635,0,0,0,0,0,51.059,0,0,0,103.0994,0,0
"SBS19",0,0,0,38.3125,0,0,0,0,0,0,0,0,0,46.3126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4817,0,0,0
"SBS21",0,0,0,0,0,0,0,0,0,0,39.6006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS24",0,0,0,0,0,0,0,0,0,0,0,0,0,54.4957,0,48.9829,0,0,0,0,0,0,0,0,0,0,46.6539,0,0,0,0,41.2863,0,0,0,55.1107,0,0,0,0,0,0,0,0,44.9973,0,0,0,0,62.9855,0,0,0,33.6828,0,0,0,0,51.2471,80.4374,0,94.6968,0,0,0,0,0,0,0,0,42.8896,0,0,71.3145,0,0,0,28.9112,0,0,119.6042,0,0,0,0,0,0,0,29.1708,77.6372,0,59.6446,0,87.785,0,0,0,0,0,0
"SBS25",75.7967,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6356,0,0,0,0,0,57.0015,0,0,0,0,93.2777,0,0,0,0,0,0,0,0,85.4927,0,0,29.1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4256,46.3609,0,0,46.6103,0,0,0,80.2093,50.0109,0,0,0,0,0,91.033,0,0,69.2606,41.7416,0,0,75.5267,0,0,48.534,0,73.337,0,0,0,0,63.3525
"SBS26",0,0,0,76.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.9932,0,0,65.4498,0,0,39.3876,57.7662,0,0,0,0,0,0,0,0,0,104.5576,0,0,0,51.3792,0,99.3909,0,0,0,0,0,0,0,0,88.3669,0,0,0,0,43.5053,0,0,0,90.3248,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5798,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3712,0,0,0,110.0691,0,0
"SBS27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS29",72.9905,49.8421,0,90.6918,68.9116,80.3002,75.6336,141.9525,86.545,102.8073,64.0252,53.8776,0,0,102.7393,0,0,46.501,107.7168,66.3993,142.9121,0,0,0,86.2054,140.8699,72.4828,138.7386,43.4132,46.6047,0,0,80.5273,100.1957,148.93,0,183.4086,127.6002,72.1627,78.8639,74.3125,60.8732,125.0469,109.1916,41.8506,68.777,79.9076,84.6557,85.7935,0,134.3842,136.0939,68.9383,44.9409,141.0105,92.4867,0,115.0816,57.6672,127.3411,0,0,70.9423,41.4023,101.0155,63.0301,85.3334,106.4639,96.151,0,72.2776,151.9719,0,0,75.6536,167.3883,79.9414,96.7437,51.6084,112.8788,0,169.6333,111.8116,54.8768,0,130.9779,81.1691,62.8084,33.5302,0,85.9969,0,72.0795,0,81.3619,149.4855,112.8906,0,109.852,138.8062
"SBS30",73.4138,47.731,109.3748,106.4623,0,0,0,0,69.1178,48.5763,40.797,0,0,0,0,90.0719,91.6245,34.6406,52.705,0,75.468,63.2541,0,0,84.4818,0,0,52.3279,58.5901,70.5502,54.5178,0,92.9391,48.6038,44.7209,63.9928,158.3864,0,49.6319,70.1205,34.8154,90.3236,0,44.0179,0,64.0479,0,72.642,91.9642,58.3682,48.0935,39.4748,0,38.6568,68.5259,42.2192,105.4779,78.8466,119.0368,0,0,0,0,61.7188,0,0,75.9865,0,0,0,50.4291,0,0,0,0,24.4149,43.0977,53.5625,0,64.7944,0,71.9561,75.9365,100.1643,61.4558,57.5511,89.878,0,0,0,112.035,0,52.2008,90.0303,101.6834,0,0,90.2289,0,72.7863
"SBS31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1168,0,0,70.19,0,0,0,0,0,0,0,0,0,0,0,0,28.1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.271,0,0
"SBS32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7235,0,0,0,0,0,0,41.617,0,0,0,0,60.4974,0,0,0,77.8421,0,0,0,0,0,0,0,35.6469,0,0,46.293,0,0,0,0,0,0,0,0,0,0,0,65.3265,0,0,0,0,0,0,0,89.6091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2999,0,0,0,0,41.8343,0,0,0,0,0,0,0
"SBS33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.7581,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS37",75.2617,0,102.3098,0,0,54.6273,70.3317,0,36.0186,0,0,51.5361,0,0,0,109.2134,0,99.2817,53.5853,100.4192,0,95.2247,0,0,49.9127,0,0,51.8948,0,102.1609,0,0,0,36.8302,43.4011,0,98.7462,0,0,62.3348,54.4868,0,0,0,0,135.2988,68.1297,0,87.5987,0,0,56.9305,70.826,0,67.2905,75.8105,74.7621,191.5893,0,73.5857,0,0,54.9348,51.1042,0,0,56.3403,73.5835,0,141.4775,0,63.919,0,90.3444,0,0,61.8291,0,0,0,0,26.8275,81.711,84.2864,61.5113,0,59.769,54.3269,0,0,60.292,0,0,28.2293,0,0,79.6844,136.4976,86.609,65.8751
"SBS38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS39",0,0,0,73.3666,0,0,0,0,0,0,0,0,0,93.7146,0,63.5454,119.6832,0,30.5925,0,50.4038,0,0,0,65.9083,0,0,72.8269,0,0,0,0,80.1156,0,48.609,0,0,0,0,0,0,0,0,0,0,0,0,61.3366,0,0,0,0,0,0,0,0,53.5406,0,97.9249,0,0,0,0,0,0,0,61.4269,65.4299,0,0,0,0,0,0,0,0,0,0,0,59.8208,0,27.8315,0,0,0,0,80.0526,0,0,0,0,0,41.4813,53.5926,65.8847,0,0,0,0,53.4016
"SBS40",193.9718,126.9804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.6693,0,0,0,0,0,0,0,0,0,0,0,155.6178,0,103.995,104.0604,0,77.06,0,0,0,312.5806,0,79.2306,0,0,0,0,0,0,0,0,0,142.9012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.1058,0,0,0,0,0
"SBS41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS42",0,0,0,0,0,0,43.391,0,0,0,0,0,0,0,0,0,0,0,22.6531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.205,69.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5151,0,0,0,0,0,0,0,0,63.2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBS44",0,0,0,0,0,0,0,0,0,0,0,0,0,69.5775,0,0,0,0,38.3682,0,0,0,0,0,0,0,0,107.3793,36.8865,0,0,0,0,0,64.6604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5465,0,0,0,0,0,0,0,0,0,80.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.6479,0,61.5812,0,0,0,0,0,30.3629,59.7604,0,0,28.695,0,0,25.1915,0,0,0,0,0,0
"SBS45",0,0,0,0,0,0,0,0,0,48.8366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3384,0,0,0,0,0,0,0,0,0,0,0,64.5162,0,0,0,0,0,0,0,0,0,0,0,0,37.9648,0,0,0,0
"SBS46",0,0,0,0,0,0,0,50.3986,0,0,49.5403,0,0,0,45.7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.307,52.762,0,0,0,0,0,0,0,0,0,0,0,0,0,51.9806,0,0,0,0,0,0,0,0,0,0,0,0,0,96.1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.7634,0,0,54.6422,0,0,72.7962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
