"","S0","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99"
"SBS8",407.7232,0,0,1178.7159,1762.1653,595.3357,608.0936,744.4072,0,281.9055,0,1956.3885,1268.4101,295.8363,972.5647,1086.8419,2652.7672,0,780.7525,0,138.8151,0,1094.5792,0,0,0,1085.3039,158.0719,0,0,0,44.2774,0,671.7418,936.9038,316.0376,426.7572,342.7631,1547.6185,591.544,2703.1669,1219.5365,161.2929,0,154.3839,1271.9426,0,1055.5521,0,966.8794,704.5808,1288.2429,919.22,1889.4219,909.3798,0,267.845,980.6904,0,201.5926,0,2057.2898,23.8646,1753.2501,0,285.2866,766.5915,239.4548,1750.3387,728.3308,0,83.1004,710.715,93.7175,0,0,0,0,52.5347,697.7995,0,139.1247,1571.3447,0,1462.4953,1118.0232,1238.9877,109.2776,0,997.9739,670.4619,0,0,1108.3101,1266.5264,0,281.21,0,1394.3465,0
"SBS9",1189.7784,0,1217.9015,1399.8012,239.2281,361.5758,1098.6764,1199.278,0,662.8454,0,1980.1443,351.3948,0,139.2421,259.5188,887.8318,1172.4331,718.1202,0,0,0,1404.3372,0,0,0,1635.9734,0,458.8386,0,438.7809,0,0,847.6978,1337.95,353.0626,324.9332,1543.9806,424.6895,1098.075,388.5641,40.5447,0,0,0,151.122,0,571.5991,0,0,0,336.3378,227.7095,2541.079,793.9511,0,238.5715,0,0,525.9047,0,642.1393,0,0,0,1662.7706,0,73.752,0,0,47.525,277.9962,374.9646,0,159.1865,0,0,421.3446,0,1978.1913,355.3077,554.1009,1436.1489,767.777,0,1453.6043,1885.299,0,0,1009.068,0,119.5633,0,0,410.2252,0,0,561.578,718.3725,70.9999
"SBS10a",0,0,0,0,771.7332,0,294.7923,446.878,0,508.5678,0,0,666.0197,0,120.3007,438.0532,27.4028,0,28.2842,0,0,137.3505,548.696,0,269.0589,0,0,0,836.9374,471.3982,1017.7734,0,0,898.4867,0,807.3421,911.0967,20.6973,176.757,0,42.3359,0,0,777.2208,107.6847,572.2961,0,0,0,0,666.4261,0,0,1.6677,321.4612,1014.2967,0,0,72.6791,596.0766,0,0,25.7388,0,48.191,57.7503,0,971.1013,888.2545,0,135.8039,0,0,0,0,350.0304,0,49.6903,0,0,0,0,0,1920.9824,621.1954,496.6142,32.5919,283.0316,0,0,0,0,0,0,567.2653,0,81.3188,71.8504,0,24.3173
"SBS10b",17.5051,123.9124,405.5436,0,6.5776,0,11.0646,127.2007,312.7703,131.1091,456.1882,206.1498,0,228.6499,1.3822,212.0174,0,258.729,0,0,0,126.4901,32.4099,0,191.9899,84.3289,154.7956,0,0,457.4219,256.4845,39.7601,159.0956,0,336.2775,121.9835,15.7268,131.7667,0,84.6541,0,0,0,278.1414,169.9862,104.8497,48.3597,0,154.2086,41.7239,277.5422,0,0,20.2609,155.7785,200.294,54.7158,0,52.5596,35.9026,16.0642,0,0,41.1205,194.6333,174.4958,0,0,0,0,0,106.0792,0,0,0,0,0,154.5774,140.4876,83.1825,125.8258,0,108.7811,68.7635,18.8223,145.0655,98.0435,0,6.2545,35.61,0,147.9794,0,0,56.145,0,0,441.4107,10.5933,112.3162
"SBS11",0,0,0,0,145.9755,0,0,0,0,0,0,0,195.0733,0,0,46.6452,0,0,0,0,0,0,332.1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5331,0,0,0,0,0,0,0,0,0,0,53.5742,367.38,0,0,0,0,0,0,0,0,0,0,0,0,0,296.8559,0,0,0,0,0,0,0,0,0,0,4.5788,0,0
"SBS12",0,0,1310.4669,0,1092.6813,0,1166.0239,1600.851,209.043,0,0,654.3957,1269.2727,0,484.804,1309.6107,0,1934.8921,0,140.9348,96.1384,1037.5788,576.3913,1481.355,0,356.1597,1559.0258,2105.0742,585.8443,1418.0141,620.2046,0,0,222.8917,2666.8699,1559.6599,920.3871,2063.7751,0,1771.1416,0,367.4701,1640.5377,913.0186,0,638.0185,428.3579,0,0,1546.9237,1460.5546,80.9027,0,960.7212,0,14.9253,880.3591,1202.8317,1288.1876,0,116.2638,0,992.7083,176.7511,0,1098.5339,0,1122.9465,94.4127,0,0,0,487.51,3.492,0,0,0,0,789.1998,942.2556,0,0,1915.5457,389.1071,402.9965,2094.8655,2009.2948,0,411.9689,1502.8592,731.6888,0,215.7624,0,456.4772,0,464.6283,1912.7425,0,0
"SBS13",33.9872,3398.8186,1613.0165,5511.9676,2262.4574,5169.8915,2150.4217,1637.5686,16023.6049,2773.0552,17287.4415,7983.0348,5953.0306,1275.5356,1825.641,1179.4084,2987.1204,1143.4745,1056.193,15680.1577,5751.2717,3384.7398,6110.1702,1880.9888,1707.2672,549.7162,1265.5325,1967.3065,4268.0086,1483.9433,310.4682,4748.8031,8646.0573,4516.2517,1851.2762,1163.0423,2263.5577,2700.0001,6411.7267,1814.6093,1584.9246,1893.9537,1837.7264,6213.9135,1698.5741,6210.1858,2026.6461,3130.4574,2172.3072,4653.18,4329.1639,1493.7846,10689.0465,1776.1675,64.7265,1574.839,1565.357,1656.0685,10543.2206,17556.8624,3531.3835,1332.3378,9677.8576,1537.3838,4875.1609,5887.5028,6748.859,1446.0581,193.4089,1606.2641,1735.8799,2277.9343,1908.9574,6254.5016,9347.5573,6989.8575,2120.7375,15267.3725,944.8938,12485.6751,5940.2554,6694.2704,2206.3244,3088.3363,1300.9277,9377.2143,5909.9344,446.2029,4561.0664,1707.4868,3270.8095,7058.5385,5550.3122,4829.4278,9864.5552,4416.0994,5519.4959,2473.3831,1326.1119,2947.3879
"SBS14",0,0,11.7918,0,0,0,0,0,0,239.527,0,0,0,0,0,0,35.0293,0,0,0,0,0,0,0,0,0,0,0,170.1794,0,0,0,71.1501,390.738,0,0,139.7899,0,0,0,0,0,0,0,0,281.2161,0,0,53.8572,0,199.8835,0,0,0,272.5966,0,0,0,0,210.8439,0,0,0,0,9.67,0,115.7227,0,0,0,0,0,0,0,203.0374,0,110.8668,0,54.4638,0,0,225.5723,156.5033,0,0,180.4704,0,0,0,39.8573,0,0,33.1404,0,0,209.3805,0,23.8161,0,12.5586
"SBS15",0,0,0,0,0,100.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6542,0,0,0,0,335.4529,0,0,139.4795,0,0,175.1549,238.0846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.9883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.4292,0
"SBS16",2813.7905,680.7691,346.1473,0,507.4226,2909.6281,239.963,112.4914,867.718,0,2622.732,3251.6535,594.3337,0,452.5827,501.4201,2858.6811,1130.5854,2042.7272,658.7714,600.0682,1955.5213,851.8632,1953.4202,3046.6624,1816.3308,2721.8039,1864.7175,3022.9404,1121.9792,564.1779,2872.416,1191.9343,2861.199,1325.206,1029.0381,226.3693,1131.1622,0,4696.5929,3090.4591,0,1794.7273,859.7711,2934.32,0,665.809,15.4543,3170.1304,1509.8472,626.6688,291.7735,0,2919.0968,0,1569.1482,4142.9056,1183.8763,2755.1605,0,471.3812,3090.4579,4468.7259,87.05,3446.8864,3055.163,0,1227.4203,0,3076.3432,763.1367,268.1572,4239.9478,454.423,276.1165,1245.0125,1731.0292,0,3912.9221,3337.2731,2914.0816,0,3708.4913,338.5285,0,411.6773,684.9066,1335.506,1411.1152,427.8314,1205.5162,0,2835.4922,0,0,0,4263.07,1156.4572,3476.7507,2683.64
"SBS17a",0,0,0,0,150.4326,0,0,0,0,138.4641,0,0,249.3882,0,133.1934,3.0567,0,0,6.4136,0,90.07,0,170.7678,0,0,0,0,60.2007,0,8.0524,46.7681,0,80.1758,0,5.3741,0,0,0,0,0,0,11.1204,0,43.0378,0,0,0,0,0,5.1661,89.8195,35.1273,28.3944,0,354.0934,0,0,0,50.3248,109.1731,1.6607,0,0,28.8625,0,0,28.7931,0,235.541,0,57.2153,105.5208,197.5291,0,106.4433,0,66.9543,0,0,0,0,181.9753,0,63.5065,0,0,0,107.2026,0,0,0,117.012,119.3109,4.9342,0,0,0,0,0,0
"SBS17b",661.378,1.2766,158.5556,0,367.3819,0,204.9298,267.2072,0,235.8518,0,0,254.5664,19.8337,0,224.6711,0,229.559,148.436,0,96.5605,0,0,23.074,0,870.6322,142.768,6.484,122.314,294.898,938.4755,0,112.2468,54.6617,286.571,0,192.7115,108.1427,12.5866,206.6976,0,6.0266,38.6468,266.1957,0,213.5798,0,89.6267,42.0064,13.1613,320.0628,38.1959,82.3931,0,1260.547,0,0,22.0963,0.8713,195.575,0,0,0,294.3648,0,0,0,31.6766,1236.3023,0,48.0492,0,16.1435,21.4578,4.3675,24.9678,19.2096,0,0,0,0,48.2527,146.8397,0,334.2679,505.4242,176.7171,138.7161,0,184.447,0,0,72.0087,0,0,5.2569,0,224.3771,0,0
"SBS18",4414.0936,0,0,0,10792.4864,1223.4028,11224.5394,0,1174.0736,6887.5289,166.9106,149.8397,6416.3295,8919.4837,0,9696.6415,0,9739.0724,467.4601,0,360.78,5540.9836,0,276.0164,0,3418.3367,0,8062.0296,6628.9771,9957.2911,3689.6076,243.3417,1107.0171,0,8087.1369,10226.6375,12631.6203,11249.1804,0,0,309.9018,7923.9991,0,0,0,363.7022,0,857.1113,0,5517.075,8985.6614,0,321.9154,0,7348.7813,0,0,0,459.0036,193.0719,9502.8386,520.904,0,0,0,0,1715.2398,9458.5102,4580.7674,0,0,11295.1933,963.2649,210.2135,1624.0882,4012.3744,13554.3076,0,10396.0453,0,0,2193.4599,0,0,10172.8509,0,6735.6246,1132.0335,6938.3556,0,0,7545.2939,1062.7491,0,0,7358.3252,183.5552,11114.5528,0,9544.2577
"SBS19",0,0,219.4224,280.5203,246.4249,0,39.3653,154.6432,0,22.9847,0,0,131.5779,0,262.755,10.0424,0,204.6703,162.3872,203.2693,332.6701,494.955,39.0602,946.5693,0,598.0677,79.8856,491.1677,0,313.9265,260.0256,0,333.3925,0,225.4023,576.3358,0,0,25.2733,187.8717,0,0,725.9495,0,0,37.9939,0,0,0,405.7583,0,27.9194,0,0,247.6532,0,434.4926,445.4211,891.1747,0,0,0,205.0897,344.7511,0,0,0,525.3077,0,0,175.155,0,0,0,136.8385,328.3552,72.7623,93.0035,318.5008,0,450.2178,21.4339,0,232.9601,0,180.2766,105.406,449.1743,533.8749,0,620.7453,0,1000.3731,0,0,177.3091,210.9778,21.0266,0,0
"SBS20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.0927,0,0,0,0,0,0,0,0,677.825,0,0,0,411.0529,34.1753,0,109.0164,0,0,0,0,0,0,0,0,312.7422,0,0,229.7727,414.2763,0,0,0,4.3442,0,684.1073,0,0,0,0,0,0,0,0,128.5962,226.9545,0,0,0,0,0,0,0,231.4979,0,0,0,0,0,121.4469,0,0,0,0,0,0,0,0,0,0,291.6023,0,0,0,0,0,75.896,0,0,0,285.5703,0,0,0,0
"SBS21",0,0,0,0,0,0,0,0,143.4708,192.3866,0,0,0,0,0,0,0,0,0,200.4616,0,214.136,0,0,0,0,0,0,0,0,41.9828,0,9.8428,0,0,0,0,0,0,0,0,0,0,65.6908,0,0,0,0,0,0,0,0,0,0,127.2802,154.717,0,0,531.6939,339.4481,85.617,0,106.5831,0,0,0,0,0,0,0,0,0,0,0,128.4484,53.857,346.1022,90.6751,86.2,0,0,0,0,0,0,0,0,0,230.9937,0,0,53.6604,532.1242,0,0,15.4664,0,0,0,0
"SBS22",0,367.5836,366.3905,0,0,0,0,0,0,0,0,0,0,918.4116,0,0,0,0,0,0,0,0,0,403.6069,0,0,50.3947,0,0,0,0,0,1278.4912,0,0,201.5166,147.0841,925.4713,550.8673,0,270.6213,13.204,0,0,0,225.2228,374.2816,395.8309,0,0,0,0,498.122,195.177,0,1711.9244,0,513.2081,1938.1163,0,0,128.6655,0,0,0,0,726.2127,208.1131,0,0,0,0,0,766.7668,163.2828,1358.8801,2082.9528,31.7906,0,0,0,40.1318,857.8281,0,171.2084,0,0,1448.0561,305.774,981.8645,164.8134,115.7209,1781.6862,632.7539,570.0439,271.1912,0,0,0,0
"SBS23",0,0,0,0,89.6577,0,0,0,413.7644,0,0,0,0,0,0,153.406,0,0,0,0,0,139.7828,0,329.1043,0,0,0,162.8286,0,0,0,231.5637,0,0,0,0,0,0,0,0,0,0,0,147.3195,0,0,0,0,0,75.5584,369.6981,0,0,0,0,0,0,0,0,0,22.2554,0,0,0,0,0,0,132.5609,0,0,0,179.0441,97.8644,0,18.2619,0,0,0,0,0,0,225.0377,0,0,0,14.9899,0,0,0,0,0,0,0,0,0,0,0,0,79.5122,0
"SBS24",0,0,0,0,0,291.1675,0,574.752,388.2349,0,0,0,0,0,0,252.5841,0,0,438.8039,0,0,0,1087.3547,360.3725,420.0397,0,0,0,0,0,861.1785,461.1804,0,0,0,872.2989,0,0,0,342.7825,0,0,213.4709,0,0,0,0,0,0,120.2697,353.4845,0,0,69.3974,0,1466.8945,0,0,92.1677,0,273.155,0,0,0,0,0,113.4186,645.6032,0,184.6852,0,0,799.716,0,0,0,0,220.4422,0,0,0,0,0,179.332,0,0,0,0,0,0,0,25.0008,385.5468,0,260.283,0,0,0,633.9418,0
"SBS25",0,0,0,0,0,0,298.5562,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0436,471.8638,0,0,0,0,53.6275,0,0,0,0,0,0,0,0,14.7367,0,0,0,0,0,0,185.4335,0,0,0,0,0,0,0,0,0,0,682.4354,0,0,0,0,0,0,0,0,0,119.2835,0,0,0,0,0,542.0855,0,0,0,30.3652,0,0,0,0,574.2193,0,0,0,0,0,0
"SBS26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.5113,0,421.6523,0,1450.5364,0,130.1061,0,0,0,0,0,0,0,251.7783,0,0,0,0,0,24.4812,800.8124,0,0,0,0,0,0,531.5488,0,0,0,0,0,0,0,548.3644,0,0,0,0,0,324.6935,0,0,0,550.3425,186.1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5442,0,0,0,0,0,0,671.4268,0,11.3328,0,0,0,0,0,0,0
"SBS27",0,26.3466,34.7552,3.5869,0,0,61.3259,0,0,0,0,0,0,0,0,0,0,0,18.3832,0,4.3223,0,19.5961,0,0,0,0,80.0156,0,0,0,0,750.1599,0,91.0234,0,30.2535,102.9644,146.694,70.6724,184.905,0,19.8393,0,0,46.1585,44.7511,117.5629,0,26.9395,0,280.9314,106.0356,76.542,0,757.3363,0,119.3285,696.0363,0,0,2.3501,0,0,0,0,47.7089,0.421,14.4561,0,0,106.3324,0,0,0,813.491,949.4394,85.464,0,0,0,0,92.5405,21.1677,0,13.0811,175.8347,702.5649,12.0095,22.9821,28.4821,6.0357,648.3521,0,126.4729,0,0,0,0,0
"SBS28",864.361,0,0,108.059,0,960.178,45.3898,0,0,8.8642,640.8507,1019.3003,0,0,0,18.7529,831.3856,0,0,0,80.0996,0,0,0,590.3019,0,141.1085,0,656.3138,0,0,595.3288,0,914.7952,0,0,70.3048,104.3917,0,6.2472,434.2214,0,0,26.5501,471.1433,82.5497,0,159.6264,0,5.8423,0,0,130.6415,491.8157,367.5337,0,511.1407,0,0,28.9668,0,728.8766,613.3464,0,859.6401,638.9766,0,0,120.9011,671.1416,26.3665,0,0,0,28.7253,0,0,0,367.2624,717.9962,759.0176,286.0141,136.8394,0,25.0516,0,0,0,0,61.65,0,0,0,0,0,0,773.9756,0,839.2449,641.5408
"SBS29",299.378,0,219.912,492.0139,1088.4966,1625.1305,1151.2295,0,682.7186,24.3297,0,140.1175,1898.465,0,130.4439,1334.5683,0,0,0,0,0,0,0,1595.0844,753.8466,313.6968,0,477.6412,279.9089,0,0,1435.0133,0,89.6029,731.0822,0,0,71.9213,122.4022,269.7311,129.6761,2294.5487,0,0,707.1279,0,0,0,332.0544,465.4465,1326.5311,0,0,602.4357,0,0,701.9961,0,0,0,1095.9363,0,108.4674,239.6557,0,0,886.2149,34.9797,0,351.1,0,0,991.7483,2588.8491,1251.9893,573.1465,0,0,198.1082,0,0,1405.0492,62.4213,0,0,18.0922,198.2588,1112.6545,0,0,63.3291,1668.0548,0,0,0,1956.0476,478.4179,0,455.0338,0
"SBS30",903.9952,293.6222,396.7197,763.8555,0,750.1554,945.1848,211.2849,572.8185,0,0,973.0577,0,477.0475,844.4124,659.2642,870.7357,743.4929,0,1045.0042,52.0958,1107.4518,867.0996,1268.1601,280.5644,1191.1804,827.3397,912.1715,101.5185,831.1462,730.9089,420.9263,1141.773,173.6264,931.4248,566.1411,0,302.7188,795.4865,541.4048,496.0487,850.8449,590.8053,728.176,417.4581,534.0681,394.0736,821.5475,0,1008.4408,684.7134,275.9757,554.7856,722.2158,0,1139.4905,870.7118,1223.1016,1321.0081,0,689.8052,440.3027,1043.349,571.2164,666.2778,103.0528,803.4777,105.9351,149.3028,576.4857,1343.6898,0,768.2529,960.6159,0,1207.7101,936.0988,0,581.7128,740.0553,1791.0063,319.923,924.4566,673.8242,73.4972,267.9475,646.9708,1746.0491,0,283.0717,1171.8457,207.1009,1929.9902,747.3649,404.1135,0,877.3077,697.0554,618.0491,168.7718
"SBS31",0,0,0,0,0,0,0,112.6991,0,38.9816,0,0,0,0,0,0,0,0,0,0,210.5271,216.9826,0,0,0,103.2064,0,393.1931,0,0,4.128,0,0,0,0,616.0165,0,0,0,0,0,0,289.8637,0,0,889.6374,0,0,0,433.6947,0,0,0,0,0,0,0,144.3002,645.1653,0,0,0,373.8628,0,0,0,0,0,0,17.3648,0,0,124.6201,0,0,0,0,0,124.3482,0,338.426,0,0,0,0,0,0,0,0,0,0,0,268.8088,0,0,0,298.361,0,0,0
"SBS32",0,952.603,61.8893,1.1814,258.6717,0,327.3183,510.7069,168.4236,0,0,0,300.2234,653.9468,0,0,204.6567,656.3341,190.2815,0,0,0,401.4218,319.6853,0,108.8183,224.8995,462.9351,0,345.9372,398.8967,0,462.3925,0,714.0923,234.9844,685.8605,1243.4675,560.8637,478.0291,165.7586,0,704.047,172.2644,0,692.6877,959.7175,310.6665,0,271.7129,325.1309,741.9886,421.6303,0,165.7506,436.5705,0,826.3266,645.5437,0,0,446.8835,0,0,0,0,520.4328,428.5824,646.1466,0,20.2544,0,0,512.5546,0,345.8855,1296.0428,0,0,0,0,31.0446,927.7427,238.1943,1010.1478,484.9115,320.4475,787.7981,307.592,1126.8104,32.9039,0,652.224,384.4935,632.6038,0,0,533.6169,0,0
